,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Temp_Etching,Source_Power,Selectivity,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target,Chamber,Etching_rate
581,dry,887.2890067,22.14,0.218,34,713.273,0.78894,16.718,14.958,19.995,201.558,90.0,501.558,4025.484,5038.946,5.045,92.375,29.998,28.17,436,548.946,107.813,71.327,51.141,1.029,4080000000000000.0,3.16e+16,1.38e+17,2.99e+17,6e+17,32301.766,102.853,918.0,154,0,21233,171.69325
582,dry,890.155868,22.23,0.202,33,710.686,0.97556,17.927,14.936,19.998,200.275,89.999,500.275,4036.876,5006.866,5.005,91.805,29.998,40.534,436,551.142,109.291,71.069,51.761,1.044,4590000000000000.0,2.24e+16,1.89e+17,2.98e+17,6e+17,32501.321,104.402,927.0,157,0,21211,173.19650000000001
583,dry,882.0268296,22.24,0.216,32,711.073,0.98002,15.557,15.026,19.999,200.973,90.0,500.973,4014.071,5024.332,5.02,92.061,30.001,25.47,436,548.765,108.555,71.107,51.6,1.04,1.61e+16,1.06e+17,1.09e+17,3.01e+17,6e+17,32501.935,104.0,927.0,156,0,21222,173.09324999999998
584,dry,872.8443393,22.25,0.209,32,710.814,0.91647,16.824,14.935,19.999,200.987,90.0,500.987,3985.686,5024.682,5.029,91.934,29.993,29.089,436,549.782,108.233,71.081,50.912,1.035,5060000000000000.0,9.24e+16,6.58e+16,2.99e+17,6e+17,32498.654,103.49,927.0,155,0,21233,172.90349999999998
585,dry,875.9770395,32.8,0.203,32,711.779,0.72466,16.836,14.903,19.999,201.109,90.0,501.109,4047.541,5027.717,5.029,92.302,30.003,32.562,436,555.955,108.597,71.178,51.963,1.032,8130000000000000.0,1.1e+17,2.96e+16,3.01e+17,6e+17,32500.345,103.177,926.0,155,0,21311,173.59475
586,dry,883.7798727,31.86,0.205,32,712.757,0.55914,16.084,15.018,20.002,195.579,89.999,502.067,3955.393,5051.672,5.043,92.177,29.995,24.515,436,545.424,108.536,71.276,53.272,1.037,2.06e+16,9.24e+16,1.32e+17,3e+17,6e+17,32497.667,103.741,926.0,156,0,21322,173.03924999999998
587,dry,882.695666,39.51,0.194,31,713.04,1.12362,16.37,15.048,20.0,196.382,89.999,501.533,4062.804,5038.329,5.043,92.095,30.006,31.187,436,565.117,108.029,71.304,50.718,1.036,1.21e+16,3.16e+16,1.38e+17,3.01e+17,6e+17,32501.596,103.599,926.0,155,0,21333,174.01
588,dry,874.7720418,32.88,0.203,32,695.764,1.62494,16.98,15.027,19.997,196.599,90.002,500.527,4071.633,5013.18,5.018,91.961,29.991,23.719,436,559.336,108.042,71.211,52.102,1.031,1.81e+16,2.24e+16,1.38e+17,3.01e+17,6e+17,32501.542,103.118,925.0,155,0,21311,166.466
589,dry,888.0895402,38.11,0.205,30,713.575,1.18246,16.792,14.969,19.999,197.555,90.0,501.328,3985.677,5033.192,5.032,91.564,29.999,28.795,436,551.584,107.943,71.358,50.724,1.031,2440000000000000.0,1.06e+17,6020000000000000.0,3e+17,6e+17,32500.363,103.119,926.0,155,0,21322,173.06875
590,dry,879.9685668,39.93,0.203,28,712.199,1.22609,16.533,14.982,20.002,197.98,90.0,500.443,3978.724,5011.086,5.027,91.778,29.999,29.508,436,555.3,108.411,71.22,50.849,1.029,1.05e+16,9.24e+16,1.38e+17,3e+17,6e+17,32501.471,102.863,929.0,154,0,21333,171.12475
591,dry,888.2234773,35.63,0.212,31,713.554,1.81419,17.432,14.899,19.995,197.183,89.999,500.742,4056.014,5018.557,5.016,91.78,30.011,25.944,436,559.348,108.321,71.355,51.179,1.033,6910000000000000.0,1.1e+17,1.38e+17,3.01e+17,6e+17,32501.237,103.318,929.0,155,0,21311,172.8635
592,dry,883.4259611,28.6,0.212,30,713.758,1.89693,16.238,15.046,20.003,197.908,89.999,500.584,4029.12,5014.609,5.016,91.493,29.996,29.002,436,553.441,107.886,71.376,51.177,1.029,2.03e+16,1.45e+17,9.62e+16,3e+17,6e+17,32498.772,102.939,925.0,154,0,21322,173.3645
593,dry,890.0147185,34.58,0.205,27,712.759,1.72027,16.871,14.999,20.001,197.135,90.001,499.737,3971.194,4993.413,4.996,91.238,29.997,20.288,436,552.481,107.906,71.276,51.828,1.031,1.82e+16,1.82e+17,1.38e+17,3.01e+17,6e+17,32501.18,103.054,924.0,155,0,21333,174.16475
594,dry,1058.827973,32.41,0.209,114,707.44,1.81419,16.921,15.102,19.995,198.225,90.0,503.181,4084.939,4933.829,5.061,90.515,30.011,43.579,405,472.853,106.798,70.341,51.052,1.06,5930000000000000.0,9.22e+16,1.2e+17,3e+17,6e+17,31490.992,105.795,890.0,154,0,11222,166.81
595,wet,1240.289547,37.48,0.204,106,707.18,1.89693,13.908,14.999,19.995,199.62,89.999,493.831,4045.078,5009.51,4.92,89.336,29.991,44.797,436,534.455,109.373,71.972,52.479,1.042,1.12e+16,9.48e+16,1.38e+17,3.01e+17,6e+17,32725.266,103.911,911.0,156,0,11333,169.59499999999997
596,wet,1097.008332,32.84,0.206,165,714.239,1.21682,14.435,15.059,20.0,199.343,90.0,504.01,4010.176,5055.398,5.096,92.718,30.011,42.474,436,541.607,107.068,71.448,51.337,1.016,7300000000000000.0,6.26e+16,1.38e+17,3.01e+17,6e+17,31538.328,103.924,896.0,152,0,12133,166.68475
597,dry,1133.01699,32.35,0.201,174,704.313,0.08372,13.612,14.976,19.998,200.716,90.0,499.668,4080.116,5004.189,4.934,92.045,30.004,46.074,405,542.378,107.179,71.456,50.466,1.04,1.79e+16,9.12e+16,1.38e+17,3e+17,6e+17,31998.259,100.411,920.0,154,0,12311,172.97825
598,wet,1023.121162,37.89,0.204,75,699.531,1.00456,14.795,15.077,20.005,197.232,89.999,499.414,4039.539,5118.878,5.062,91.009,30.002,63.17,405,510.897,108.38,71.025,50.813,1.034,9720000000000000.0,8.64e+16,1.38e+17,3e+17,6e+17,31811.636,103.273,923.0,154,0,13111,162.90775
599,wet,1101.396388,31.7,0.21,167,702.707,1.59129,17.679,15.047,19.998,195.711,90.001,498.501,4104.008,4976.329,5.118,90.552,29.995,34.847,405,518.154,106.26,71.306,51.814,1.02,1.34e+16,1.69e+17,1.38e+17,3.01e+17,6e+17,32124.08,104.34,900.0,157,0,13333,165.80175
600,wet,1159.860168,30.63,0.202,151,706.277,1.15523,18.779,14.938,19.997,205.521,90.001,495.38,4036.214,5079.015,5.004,94.494,30.014,34.181,405,541.412,111.001,71.297,50.787,1.031,8520000000000000.0,1.9e+17,1.38e+17,2.98e+17,6e+17,30891.41,100.362,910.0,154,0,21133,166.89425
601,dry,1041.009606,35.88,0.221,113,713.085,1.33389,17.805,15.024,19.998,193.229,90.001,495.848,4082.9,5024.711,4.881,92.963,30.009,24.236,436,520.185,107.77,70.839,50.837,1.028,9280000000000000.0,1.04e+17,1.38e+17,3.01e+17,6e+17,31517.072,105.868,885.0,153,0,21222,170.67125000000001
602,dry,1131.774318,42.9,0.199,64,703.97,0.82029,13.068,14.989,20.0,200.843,90.001,499.291,4003.0,4996.567,5.066,92.554,30.007,64.634,365,495.864,108.077,69.835,52.027,1.04,1.42e+16,1.32e+17,1.38e+17,3e+17,6e+17,31790.504,100.638,867.0,150,0,21311,163.8925
603,dry,1011.580452,27.08,0.2,113,711.401,1.20012,17.634,14.914,19.998,197.875,90.0,505.532,4067.864,5103.516,4.946,94.745,30.0,34.175,436,546.682,108.891,70.848,51.578,1.001,6520000000000000.0,8.25e+16,1.38e+17,3.01e+17,6e+17,32067.825,102.656,901.0,154,0,22111,174.17524999999998
604,wet,1096.890728,39.28,0.193,147,723.358,1.37639,15.585,14.848,20.001,204.07,90.001,503.348,4024.495,5011.014,4.938,89.548,30.0,43.434,436,501.061,106.848,70.915,51.108,1.036,1.42e+16,1.49e+17,1.38e+17,3.01e+17,6e+17,31126.867,105.072,893.0,158,0,22222,167.2645
605,wet,910.9641205,29.1,0.215,128,713.195,1.88889,19.247,14.934,19.994,201.964,90.0,500.256,4021.57,5107.302,4.986,92.897,29.999,43.808,405,539.401,108.757,69.914,51.379,1.037,1.13e+16,1.13e+17,6.93e+16,2.99e+17,6e+17,31104.203,102.618,923.0,157,0,22333,162.79875
606,dry,1167.0116,27.49,0.201,68,708.223,1.43766,15.3,15.023,20.001,200.642,89.999,503.656,4030.974,5017.72,5.07,90.439,30.006,50.402,405,503.268,107.918,70.941,51.727,1.045,1.11e+16,1.23e+17,1.38e+17,3.02e+17,6e+17,32566.66,99.988,887.0,155,0,23133,166.95575
607,wet,1031.064061,34.11,0.205,129,709.468,1.57824,14.855,15.019,20.003,198.568,90.001,506.09,4016.14,4899.117,4.999,93.896,29.996,59.605,436,550.733,107.356,71.774,51.297,1.054,1.03e+16,8.15e+16,1.38e+17,3.01e+17,6e+17,32521.877,99.525,892.0,153,0,23222,167.642
608,wet,1180.339485,37.93,0.212,179,702.876,1.11559,15.425,14.776,20.0,196.989,90.0,500.146,3995.851,5040.55,4.989,92.294,30.003,50.867,436,509.452,107.074,69.947,51.177,1.019,1.33e+16,3.68e+16,1.38e+17,3.01e+17,6e+17,31358.645,105.044,899.0,152,0,23311,170.019
609,dry,1030.763662,33.82,0.213,55,705.424,1.61413,15.302,15.033,20.001,201.671,90.0,503.13,4068.598,5097.52,5.04,93.479,29.995,30.188,365,536.552,109.892,71.607,50.932,1.034,1.06e+16,1.22e+16,1.38e+17,3.01e+17,6e+17,31818.475,102.605,920.0,152,0,31111,164.356
610,wet,1154.106984,33.08,0.205,121,694.973,1.32311,19.33,14.895,19.999,200.472,90.0,501.31,4032.002,5025.811,4.856,92.399,29.999,51.146,436,516.135,108.357,71.176,52.269,1.032,1.69e+16,9.4e+16,1.38e+17,3.01e+17,6e+17,31391.261,106.14,911.0,159,0,31222,165.64325
611,wet,984.8097387,35.14,0.21,125,699.61,1.08216,14.202,15.039,20.003,195.62,90.001,502.024,4061.169,4970.858,4.994,91.181,30.004,51.079,436,540.772,108.067,70.758,51.796,1.008,6160000000000000.0,1.62e+17,1.38e+17,3.01e+17,6e+17,32378.318,104.608,900.0,150,0,31333,169.70250000000001
612,wet,1141.708438,25.2,0.195,186,709.326,1.53915,15.979,14.981,20.001,204.061,89.999,504.875,4055.237,5070.02,5.038,93.341,29.993,34.118,436,556.889,107.878,70.973,51.77,1.012,1.05e+16,1.83e+17,1.38e+17,3e+17,6e+17,31655.809,106.163,892.0,151,0,32133,166.8565
613,wet,1183.72364,32.31,0.225,178,703.43,1.85115,15.467,15.167,19.999,201.84,89.999,500.488,4080.602,4922.31,5.002,92.275,30.002,29.099,436,533.306,108.546,71.049,51.212,1.024,1.22e+16,8.92e+16,1.19e+17,3e+17,6e+17,31475.03,104.423,867.0,155,0,32222,163.83249999999998
614,dry,1226.02363,31.05,0.202,135,693.884,1.49594,16.292,14.955,20.003,203.373,90.0,502.747,3892.298,5020.408,4.925,92.602,30.002,58.236,405,518.361,109.099,70.119,51.77,1.033,1.01e+16,1.34e+17,1.38e+17,3.01e+17,6e+17,32535.703,100.868,894.0,153,0,32311,165.496
615,dry,1189.47041,44.4,0.21,91,712.072,1.17906,15.389,14.924,20.003,199.778,89.999,497.443,4003.755,4987.505,5.052,90.014,30.004,50.242,405,511.164,107.421,72.115,50.716,1.037,6900000000000000.0,7.73e+16,1.38e+17,3e+17,6e+17,30855.391,104.158,891.0,151,0,33111,167.743
616,wet,1080.213522,32.52,0.193,90,707.578,0.99842,15.637,15.084,19.999,203.21,89.999,495.55,4108.316,5063.6,5.045,91.947,29.998,48.317,436,534.801,108.139,70.245,50.29,1.017,1.58e+16,7.24e+16,1.7e+17,3e+17,6e+17,31108.4,102.193,871.0,159,0,33222,168.4195
617,dry,1139.689998,37.34,0.205,86,706.773,0.83508,15.27,15.1,19.999,197.994,90.0,502.14,3948.707,4974.792,5.05,91.942,29.994,47.379,365,500.101,108.25,70.437,50.087,1.027,9800000000000000.0,1.17e+17,1.38e+17,2.99e+17,6e+17,31638.792,105.637,920.0,157,0,33333,170.76825000000002
618,dry,1070.574238,35.21,0.21,56,714.762,0.76893,15.085,14.983,20.003,200.863,90.002,503.209,3957.686,5089.309,4.91,94.751,29.996,49.091,436,511.047,109.34,70.888,51.091,1.014,6710000000000000.0,1.33e+17,1.38e+17,3.01e+17,6e+17,32033.214,103.982,905.0,152,0,11133,171.89049999999997
619,wet,1035.612398,39.84,0.22,126,697.495,1.37351,17.717,15.013,19.99,201.966,90.0,500.521,4004.511,4966.455,4.988,91.712,29.997,41.355,365,522.118,108.789,70.392,50.488,1.056,1.28e+16,7.66e+16,1.38e+17,2.99e+17,6e+17,31929.509,102.576,893.0,154,0,11222,158.97375
620,dry,1162.993616,38.4,0.212,107,716.621,1.26007,19.372,14.947,19.997,198.005,90.001,504.722,3886.323,4933.834,4.946,92.482,30.004,46.285,436,499.689,107.465,72.489,51.776,1.034,1.78e+16,7.44e+16,1.38e+17,3.01e+17,6e+17,32769.049,101.986,898.0,155,0,11311,169.48025
621,dry,871.391674,22.11,0.216,223,713.032,1.04509,17.066,14.903,20.0,203.143,90.001,503.143,4062.853,5078.567,5.068,92.699,30.011,30.232,436,556.036,108.441,71.303,51.476,1.037,4050000000000000.0,3.16e+16,9.62e+16,3e+17,6e+17,32198.012,103.689,919.0,156,0,32111,173.45800000000003
622,dry,871.483754,22.13,0.215,222,711.612,0.69712,17.119,14.955,19.996,202.415,90.0,502.415,4048.301,5060.377,5.064,92.825,30.002,26.925,436,547.665,108.71,71.161,51.463,1.037,1.44e+16,2.24e+16,1.38e+17,3e+17,6e+17,32300.163,103.658,921.0,155,0,32222,173.053
623,dry,872.0062032,22.11,0.216,223,712.392,0.51739,16.482,14.995,19.998,202.79,90.0,502.79,4055.794,5069.742,5.061,92.794,30.007,31.411,436,550.573,108.854,71.239,51.495,1.037,1.21e+16,1.06e+17,1.38e+17,2.99e+17,6e+17,32297.58,103.738,923.0,156,0,32333,171.973
624,dry,871.2614915,22.11,0.216,223,712.963,1.11164,17.21,15.034,20.004,202.86,90.0,502.86,4057.205,5071.506,5.064,93.136,29.996,37.292,436,553.147,108.995,71.296,51.45,1.036,2.18e+16,9.24e+16,1.38e+17,3.01e+17,6e+17,32297.14,103.626,927.0,155,0,33133,173.14074999999997
625,dry,871.5716543,22.12,0.217,224,713.24,1.0087,16.493,14.999,20.0,203.245,90.0,503.245,4064.904,5081.13,5.081,92.78,30.006,30.239,436,553.558,108.878,71.324,51.567,1.039,1.34e+16,1.1e+17,1.38e+17,3e+17,6e+17,32300.024,103.918,925.0,156,0,33222,173.51
626,dry,871.7998926,22.14,0.217,224,713.658,0.37613,16.669,15.063,20.005,202.792,89.999,502.792,4055.848,5069.81,5.067,92.822,30.002,32.761,436,558.225,108.876,71.366,51.581,1.04,4660000000000000.0,9.24e+16,1.38e+17,3.01e+17,6e+17,32199.199,103.953,925.0,156,0,33311,172.0895
627,dry,872.0641922,22.14,0.217,224,714.028,0.91737,16.718,14.908,20.001,203.326,90.0,503.326,4066.523,5083.153,5.064,92.407,29.991,17.203,436,537.11,108.302,71.403,51.384,1.035,1.1e+16,6.66e+16,1.38e+17,3e+17,6e+17,32300.098,103.46,920.0,155,0,11111,173.83200000000002
628,dry,871.7450712,22.13,0.217,224,713.609,1.09082,16.369,14.981,20.001,202.201,90.001,502.201,4044.026,5055.033,5.059,92.655,29.994,28.684,436,551.091,108.795,71.361,51.396,1.035,6300000000000000.0,4.31e+16,9.92e+16,3e+17,6e+17,32299.356,103.489,925.0,155,0,11222,174.10225
629,dry,871.9001335,22.14,0.218,225,714.418,0.44827,17.31,15.069,20.002,202.683,90.0,502.683,4053.656,5067.07,5.063,92.695,29.993,29.181,436,551.105,108.185,71.442,51.35,1.034,8110000000000000.0,1.61e+16,1.38e+17,2.99e+17,6e+17,32300.822,103.375,920.0,155,0,11333,173.2795
630,dry,871.6110117,22.15,0.216,223,712.826,0.7803,16.395,15.082,20.0,202.436,90.0,502.436,4048.718,5060.898,5.056,92.595,30.001,26.682,436,554.306,108.257,71.283,51.261,1.032,1.4e+16,1.02e+17,1.38e+17,3.02e+17,6e+17,32297.222,103.153,920.0,155,0,12133,173.0815
631,dry,871.5596314,22.15,0.217,224,713.234,0.84297,17.524,15.054,20.005,202.519,90.001,502.519,4050.373,5062.966,5.08,93.323,30.005,33.873,436,547.305,109.303,71.323,51.566,1.039,9230000000000000.0,9.24e+16,1.38e+17,3.01e+17,6e+17,32300.66,103.914,930.0,156,0,12222,173.7585
632,dry,871.7065978,22.17,0.219,226,715.187,0.458,17.479,14.994,19.996,202.948,90.0,502.948,4058.96,5073.7,5.049,92.71,30.0,29.884,436,548.76,108.556,71.519,51.449,1.036,8780000000000000.0,2.11e+16,2.77e+17,3e+17,6e+17,32301.818,103.622,924.0,155,0,12311,175.22175
633,dry,872.1894731,22.16,0.218,225,714.097,1.11384,16.519,15.045,19.996,203.021,90.0,503.021,4060.422,5075.528,5.056,92.108,30.0,19.704,436,552.565,107.864,71.41,51.256,1.031,2.13e+16,8.91e+16,1.38e+17,3e+17,6e+17,32295.402,103.139,917.0,155,0,13111,173.62425
634,dry,871.6953428,22.15,0.217,224,713.596,0.53091,15.997,14.99,20.001,201.79,89.999,501.79,4035.8,5044.75,5.048,92.168,29.999,21.393,436,557.195,107.739,71.36,51.265,1.032,1.71e+16,1.65e+17,1.19e+17,3e+17,6e+17,32299.416,103.163,917.0,155,0,13222,175.349
635,dry,871.8111222,22.14,0.217,224,713.273,0.78894,16.718,14.958,20.0,201.558,90.0,501.558,4031.157,5038.946,5.045,92.375,29.998,28.17,436,548.946,107.813,71.327,51.141,1.029,1.93e+16,1.85e+17,1.38e+17,2.99e+17,6e+17,32301.766,102.853,918.0,154,0,13333,171.69325
636,dry,872.909128,22.23,0.214,221,710.686,0.97556,17.927,14.936,19.998,200.275,89.999,500.275,4005.493,5006.866,5.005,91.805,29.998,40.534,436,551.142,109.291,71.069,51.761,1.044,8670000000000000.0,9.24e+16,1.38e+17,2.98e+17,6e+17,32501.321,104.402,927.0,157,0,21133,173.19650000000001
637,dry,872.4182407,22.24,0.214,221,711.073,0.98002,15.557,15.026,19.999,200.973,90.0,500.973,4019.465,5024.332,5.02,92.061,30.001,25.47,436,548.765,108.555,71.107,51.6,1.04,7580000000000000.0,7.07e+16,1.94e+17,3.01e+17,6e+17,32501.935,104.0,927.0,156,0,21222,173.09324999999998
638,dry,872.5900813,22.25,0.214,221,710.814,0.91647,16.824,14.935,19.999,200.987,90.0,500.987,4019.746,5024.682,5.029,91.934,29.993,29.089,436,549.782,108.233,71.081,51.396,1.035,9880000000000000.0,5.59e+16,1.38e+17,2.99e+17,6e+17,32498.654,103.49,927.0,155,0,21311,172.90349999999998
639,dry,872.5307867,22.24,0.215,222,711.779,0.72466,16.836,14.903,19.999,201.109,90.0,501.109,4022.173,5027.717,5.029,92.302,30.003,32.562,436,555.955,108.597,71.178,51.271,1.032,9500000000000000.0,6.42e+16,1.38e+17,3.01e+17,6e+17,32500.345,103.177,926.0,155,0,22111,173.59475
640,dry,872.2886689,22.23,0.216,223,712.757,0.55914,16.084,15.018,20.002,202.067,89.999,502.067,4041.338,5051.672,5.043,92.177,29.995,24.515,436,545.424,108.536,71.276,51.496,1.037,9800000000000000.0,8.06e+16,1.27e+16,3e+17,6e+17,32497.667,103.741,926.0,156,0,22222,173.03924999999998
641,dry,872.1321949,22.22,0.216,223,713.04,0.85239,16.37,15.048,20.0,201.533,89.999,501.533,4030.663,5038.329,5.043,92.095,30.006,31.187,436,565.117,108.029,71.304,51.44,1.036,2.08e+16,2e+17,1.38e+17,3.01e+17,6e+17,32501.596,103.599,926.0,155,0,22333,174.01
642,dry,872.2223398,22.21,0.215,222,712.11,1.27394,16.98,15.027,19.997,200.527,90.002,500.527,4010.544,5013.18,5.018,91.961,29.991,23.719,436,559.336,108.042,71.211,51.247,1.031,1.97e+16,8.13e+16,1.38e+17,3.01e+17,6e+17,32501.542,103.118,925.0,155,0,23222,170.5525
643,dry,872.6191885,22.21,0.217,224,713.575,0.80149,16.792,14.969,19.999,201.328,90.0,501.328,4026.554,5033.192,5.032,91.564,29.999,28.795,436,551.584,107.943,71.358,51.247,1.031,1.42e+16,1.18e+17,1.38e+17,3e+17,6e+17,32500.363,103.119,926.0,155,0,23311,173.06875
644,dry,872.0885981,22.18,0.216,223,712.199,0.7391,16.533,14.982,20.002,200.443,90.0,500.443,4008.869,5011.086,5.027,91.778,29.999,29.508,436,555.3,108.411,71.22,51.145,1.029,1.63e+16,1.39e+17,1.38e+17,3e+17,6e+17,32501.471,102.863,929.0,154,0,31111,171.12475
645,dry,872.0911127,22.15,0.217,224,713.554,0.96055,17.432,14.899,19.995,200.742,89.999,500.742,4014.845,5018.557,5.016,91.78,30.011,25.944,436,559.348,108.321,71.355,51.327,1.033,2690000000000000.0,9.24e+16,1.38e+17,3.01e+17,6e+17,32501.237,103.318,929.0,155,0,31222,172.8635
646,dry,871.9066525,22.14,0.217,224,713.758,0.78422,16.238,15.046,20.003,200.584,89.999,500.584,4011.687,5014.609,5.016,91.493,29.996,29.002,436,553.441,107.886,71.376,51.175,1.029,2.03e+16,1.45e+17,1.38e+17,3e+17,6e+17,32498.772,102.939,925.0,154,0,31333,173.3645
647,dry,872.1020701,22.15,0.216,223,712.759,0.75975,16.871,14.999,20.001,199.737,90.001,499.737,3994.731,4993.413,4.996,91.238,29.997,20.288,436,552.481,107.906,71.276,51.221,1.031,1.82e+16,1.82e+17,1.38e+17,3.01e+17,6e+17,32501.18,103.054,924.0,155,0,32133,174.16475
648,dry,1150.617792,38.47,0.203,96,715.089,1.18246,13.842,14.953,20.003,199.98,90.0,501.394,4047.541,4941.1,4.98,93.185,30.003,50.959,436,472.77,106.535,72.076,51.556,1.057,1.14e+16,6.87e+16,1.38e+17,3.01e+17,6e+17,32331.242,102.757,923.0,157,0,13111,172.57225
649,dry,942.2302255,40.44,0.199,86,710.55,1.22609,17.833,14.807,19.999,198.395,90.001,496.487,3955.393,5026.764,5.063,90.982,30.014,19.489,365,482.452,105.898,71.472,51.805,1.033,1.2e+16,4.77e+16,1.38e+17,3e+17,6e+17,32326.879,102.2,901.0,154,0,13122,160.5625
650,wet,1216.349122,31.58,0.188,64,709.429,1.81419,16.232,15.09,19.999,201.909,90.001,501.655,4062.804,4976.391,5.011,91.422,29.997,37.595,405,543.115,109.933,70.563,51.521,1.039,1.11e+16,1.06e+17,2.61e+17,3.02e+17,6e+17,31066.014,103.558,897.0,151,0,13133,166.93225
651,dry,1133.1522,26.32,0.211,118,712.611,1.89693,13.442,15.049,20.003,198.351,90.0,495.986,4071.633,4920.271,4.973,91.031,30.0,57.632,405,512.14,109.163,71.001,51.364,1.034,3420000000000000.0,8.51e+16,1.38e+17,3.01e+17,6e+17,31522.953,101.965,873.0,154,1,13111,166.17775
652,wet,1099.110437,48.42,0.213,205,711.35,1.72027,12.891,14.913,19.998,199.5,90.0,500.442,3985.677,5053.188,4.962,92.134,29.994,32.502,365,543.874,108.191,69.269,51.915,1.03,1.2e+16,1.31e+17,2.83e+17,3e+17,6e+17,33101.496,100.915,866.0,150,0,13122,167.0125
653,dry,1142.482934,29.89,0.208,105,715.478,0.96161,18.777,14.959,20.002,205.983,89.999,502.263,3978.724,5072.106,5.112,92.043,30.003,35.409,436,524.282,107.729,70.209,51.41,1.035,1.37e+16,1.03e+17,1.38e+17,2.98e+17,6e+17,30821.235,103.236,895.0,157,0,13133,170.5445
654,dry,1062.791303,36.82,0.201,160,709.683,1.48912,14.91,15.116,20.007,200.051,89.999,503.423,4056.014,5003.556,4.965,91.804,30.004,34.851,436,508.594,106.532,69.944,50.735,1.016,1.5e+16,1.06e+17,1.38e+17,3e+17,6e+17,31606.805,103.492,903.0,156,0,13111,169.34575
655,wet,1044.821542,31.54,0.205,116,706.795,0.94868,15.465,15.091,20.001,198.72,90.0,498.509,4029.12,4961.961,4.981,91.097,30.0,61.732,405,524.493,108.888,69.75,50.183,1.028,8640000000000000.0,1.19e+17,1.38e+17,3.01e+17,6e+17,31189.123,104.163,909.0,153,0,13122,164.62375
656,wet,1005.847421,39.23,0.196,104,702.837,0.83591,15.725,15.281,19.996,200.449,89.999,495.402,3971.194,5073.0,4.929,91.772,29.994,35.644,405,514.515,107.198,71.255,50.189,1.0,1.39e+16,7.18e+16,1.38e+17,3.01e+17,6e+17,31897.149,102.736,878.0,154,0,13133,170.15925
657,dry,1101.219934,38.6,0.213,241,714.84,1.36943,15.632,14.885,19.994,202.281,90.001,494.517,4035.394,4960.128,5.013,91.215,29.993,54.002,436,510.573,106.878,70.109,50.147,1.05,8870000000000000.0,1.6e+17,1.38e+17,3e+17,6e+17,31251.878,101.442,878.0,157,0,13211,166.735
658,dry,1134.48951,38.76,0.207,209,700.438,1.92633,13.804,14.921,19.996,201.434,89.999,498.307,3952.67,4928.601,5.031,93.44,29.999,63.039,436,520.438,110.255,70.977,50.912,1.024,1.14e+16,1.35e+17,1.38e+17,3.01e+17,6e+17,30703.029,101.03,899.0,153,0,13222,157.9345
659,dry,1170.581285,35.52,0.219,125,708.839,1.41846,15.4,14.906,19.997,196.285,90.0,505.859,3972.34,5124.585,5.091,93.508,29.989,32.483,405,510.172,107.626,72.053,51.963,1.046,1.31e+16,6.11e+16,1.38e+17,3.03e+17,6e+17,30325.348,103.937,912.0,157,0,13233,170.08475
660,dry,983.1779031,35.31,0.217,81,709.833,0.67979,12.904,15.059,20.003,198.863,90.0,502.416,4017.144,5071.578,5.02,93.226,30.01,53.019,405,461.128,108.465,70.353,53.272,1.034,8400000000000000.0,5.27e+16,1.38e+17,3e+17,6e+17,32066.425,99.938,925.0,154,0,13211,168.28325
661,dry,974.2732823,28.59,0.21,85,699.547,0.73422,15.582,15.016,19.997,201.257,90.0,502.749,4072.913,4915.382,5.093,95.561,30.013,42.139,405,508.149,109.544,71.594,50.718,1.049,1.21e+16,1.42e+17,1.38e+17,3.03e+17,6e+17,31988.811,98.542,881.0,155,0,13222,170.16175
662,dry,1132.767257,30.87,0.202,156,716.948,1.09607,12.78,15.05,19.999,209.521,90.001,502.125,4084.939,4945.685,5.008,92.89,30.007,26.621,436,524.401,107.535,69.995,52.102,1.033,1.11e+16,8.26e+16,1.38e+17,2.99e+17,6e+17,29985.962,103.541,877.0,154,0,13233,164.887
