Unnamed: 0,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
1354,NOLSM22195,2,Etching,485,1574,3659,5693,72.59,51.409,1.047,9,5,25-02-2019
1355,NOLSM22296,3,Etching,489,1654,3659,5724,70.283,51.824,1.032,9,6,25-02-2019
1356,NOLSM22397,3,Etching,368,1464,3655,5731,71.406,51.159,1.022,9,7,25-02-2019
1357,NOLSM22498,1,Etching,251,1521,3645,5725,71.876,51.545,1.032,9,8,25-02-2019
1358,NOLSM22599,1,Etching,413,1705,3638,5709,71.416,51.123,1.028,9,9,25-02-2019
1359,NOLSM226910,2,Etching,318,1457,3663,5724,69.84,51.573,1.042,9,10,25-02-2019
1360,NOLSM227911,3,Etching,150,1439,3671,5704,69.267,50.843,1.05,9,11,25-02-2019
1361,NOLSM228912,3,Etching,566,1479,3674,5746,71.324,50.629,1.062,9,12,25-02-2019
1362,NOLSM229913,2,Etching,341,1580,3650,5723,72.201,50.872,1.047,9,13,25-02-2019
1363,NOLSM230914,1,Etching,287,1545,3671,5701,71.545,50.574,1.026,9,14,25-02-2019
1364,NOLSM231915,1,Etching,434,1533,3643,5692,71.879,51.451,1.023,9,15,25-02-2019
1365,NOLSM232916,2,Etching,223,1520,3677,5715,70.915,51.24,1.034,9,16,25-02-2019
1366,NOLSM233917,3,Etching,454,1353,3673,5704,70.644,50.98,1.023,9,17,25-02-2019
1367,NOLSM234918,3,Etching,436,1597,3627,5698,70.334,50.779,1.008,9,18,25-02-2019
1368,NOLSM235919,2,Etching,210,1399,3653,5718,71.72,49.6,1.046,9,19,25-02-2019
1369,NOLSM236920,1,Etching,379,1475,3652,5710,72.335,51.124,1.04,9,20,25-02-2019
1370,NOLSM237921,1,Etching,148,1454,3723,5719,71.233,50.985,0.99,9,21,25-02-2019
1371,NOLSM238922,2,Etching,385,1517,3681,5693,69.67,51.514,1.047,9,22,25-02-2019
1372,NOLSM239923,3,Etching,330,1460,3659,5729,71.406,50.324,1.027,9,23,25-02-2019
1373,NOLSM240924,2,Etching,226,1496,3633,5699,69.706,50.756,1.031,9,24,25-02-2019
1374,NOLSM241925,1,Etching,181,1584,3656,5706,70.399,52.379,1.022,9,25,25-02-2019
1375,NOLSM242926,1,Etching,301,1429,3672,5694,70.657,51.465,1.026,9,26,25-02-2019
1376,NOLSM243927,2,Etching,496,1385,3691,5721,68.921,52.141,1.057,9,27,25-02-2019
1377,NOLSM757291,1,Etching,309,1424,3665,5722,71.687,50.543,1.014,29,1,25-02-2019
1378,NOLSM758292,1,Etching,316,1472,3663,5701,72.077,50.807,1.02,29,2,25-02-2019
1379,NOLSM759293,2,Etching,308,1464,3666,5711,72.195,50.811,1.02,29,3,25-02-2019
1380,NOLSM760294,3,Etching,317,1441,3663,5733,71.262,50.83,1.021,29,4,25-02-2019
1381,NOLSM761295,3,Etching,523,1614,3682,5729,71.679,50.763,1.019,29,5,25-02-2019
1382,NOLSM762296,2,Etching,105,1278,3609,5691,68.653,50.196,1.005,29,6,25-02-2019
1383,NOLSM763297,1,Etching,111,1284,3613,5679,69.117,50.388,1.01,29,7,25-02-2019
1384,NOLSM764298,1,Etching,147,1409,3632,5696,71.004,50.546,1.014,29,8,25-02-2019
1385,NOLSM765299,2,Etching,159,1328,3632,5686,70.905,50.328,1.008,29,9,25-02-2019
1386,NOLSM7662910,3,Etching,165,1380,3649,5739,72.356,49.965,0.999,29,10,25-02-2019
1387,NOLSM7672911,3,Etching,106,1381,3644,5724,72.017,49.902,0.998,29,11,25-02-2019
1388,NOLSM7682912,2,Etching,187,1296,3633,5726,70.86,49.901,0.998,29,12,25-02-2019
1389,NOLSM7692913,1,Etching,128,1345,3639,5700,71.526,50.297,1.007,29,13,25-02-2019
1390,NOLSM7702914,1,Etching,180,1376,3644,5688,71.17,50.047,1.001,29,14,25-02-2019
1391,NOLSM7712915,2,Etching,211,1385,3643,5689,71.597,50.415,1.01,29,15,25-02-2019
1392,NOLSM7722916,3,Etching,190,1482,3647,5711,71.724,50.827,1.021,29,16,25-02-2019
1393,NOLSM7732917,2,Etching,214,1384,3644,5730,71.293,50.372,1.009,29,17,25-02-2019
1394,NOLSM7742918,1,Etching,174,1473,3647,5737,71.482,50.828,1.021,29,18,25-02-2019
1395,NOLSM7752919,1,Etching,178,1371,3648,5740,72.153,50.839,1.021,29,19,25-02-2019
1396,NOLSM7762920,2,Etching,183,1272,3639,5714,71.525,50.977,1.024,29,20,25-02-2019
1397,NOLSM7772921,3,Etching,141,1408,3641,5727,71.301,50.744,1.019,29,21,25-02-2019
1398,NOLSM7782922,3,Etching,176,1361,3643,5721,71.424,50.838,1.021,29,22,25-02-2019
1399,NOLSM7792923,1,Etching,223,1360,3645,5731,71.497,50.802,1.02,29,23,25-02-2019
1400,NOLSM7802924,1,Etching,108,1521,3639,5698,71.523,50.668,1.017,29,24,25-02-2019
1401,NOLSM7812925,3,Etching,339,1465,3657,5695,72.437,50.554,1.014,29,25,25-02-2019
1402,NOLSM7822926,3,Etching,321,1471,3661,5696,71.923,50.489,1.012,29,26,25-02-2019
1403,NOLSM7832927,2,Etching,328,1596,3657,5713,71.379,50.21,1.005,29,27,25-02-2019
1404,NOLSM244101244,1,Etching,254,1497,3676,5745,70.732,50.267,1.033,10,28,26-02-2019
1405,NOLSM245102245,2,Etching,431,1711,3629,5692,71.555,50.749,1.034,10,29,26-02-2019
1406,NOLSM246103246,3,Etching,524,1371,3670,5715,72.093,51.332,1.026,10,30,26-02-2019
1407,NOLSM247104247,1,Etching,218,1305,3654,5719,70.838,51.547,1.056,10,31,26-02-2019
1408,NOLSM248105248,2,Etching,130,1512,3635,5727,70.163,51.008,1.032,10,32,26-02-2019
1409,NOLSM249106249,3,Etching,308,1592,3680,5709,72.304,51.207,1.032,10,33,26-02-2019
1410,NOLSM250107250,1,Etching,313,1575,3657,5695,69.559,52.078,1.022,10,34,26-02-2019
1411,NOLSM251108251,2,Etching,330,1427,3665,5691,71.345,50.984,1.023,10,35,26-02-2019
1412,NOLSM252109252,3,Etching,417,1344,3657,5694,72.284,50.597,1.045,10,36,26-02-2019
1413,NOLSM2531010253,1,Etching,317,1474,3641,5728,70.405,52.133,1.042,10,37,26-02-2019
1414,NOLSM2541011254,2,Etching,476,1466,3660,5722,71.455,51.647,1.021,10,38,26-02-2019
1415,NOLSM2551012255,3,Etching,479,1517,3666,5697,71.033,50.861,1.063,10,39,26-02-2019
1416,NOLSM2561013256,1,Etching,419,1472,3658,5727,71.137,51.036,1.024,10,40,26-02-2019
1417,NOLSM2571014257,2,Etching,314,1683,3651,5732,71.234,51.884,1.03,10,41,26-02-2019
1418,NOLSM2581015258,3,Etching,340,1458,3644,5709,71.249,50.234,1.026,10,42,26-02-2019
1419,NOLSM2591016259,1,Etching,462,1387,3687,5715,71.169,52.004,1.045,10,43,26-02-2019
1420,NOLSM2601017260,2,Etching,231,1554,3680,5692,71.153,51.444,1.032,10,44,26-02-2019
1421,NOLSM2611018261,3,Etching,408,1568,3675,5721,71.196,50.176,1.028,10,45,26-02-2019
1422,NOLSM2621019262,1,Etching,317,1500,3664,5707,71.174,50.507,1.048,10,46,26-02-2019
1423,NOLSM2631020263,2,Etching,291,1380,3637,5698,71.287,50.491,1.022,10,47,26-02-2019
1424,NOLSM2641021264,3,Etching,376,1692,3672,5696,71.17,50.573,1.036,10,48,26-02-2019
1425,NOLSM2651022265,1,Etching,324,1513,3650,5727,71.164,50.428,1.044,10,49,26-02-2019
1426,NOLSM2661023266,2,Etching,392,1346,3657,5710,71.119,51.171,1.042,10,50,26-02-2019
1427,NOLSM2671024267,3,Etching,422,1306,3633,5702,71.256,50.628,1.05,10,51,26-02-2019
1428,NOLSM2681025268,1,Etching,177,1495,3629,5712,71.402,52.309,1.037,10,52,26-02-2019
1429,NOLSM2691026269,2,Etching,288,1268,3655,5721,71.287,50.464,1.027,10,53,26-02-2019
1430,NOLSM2701027270,3,Etching,353,1417,3667,5713,72.147,51.299,1.05,10,54,26-02-2019
1431,NOLSM784301784,1,Etching,218,1563,3648,5691,71.356,50.275,1.007,30,28,26-02-2019
1432,NOLSM785302785,2,Etching,177,1643,3655,5724,71.618,50.387,1.01,30,29,26-02-2019
1433,NOLSM786303786,3,Etching,221,1490,3655,5741,71.966,50.228,1.006,30,30,26-02-2019
1434,NOLSM787304787,1,Etching,175,1625,3643,5738,71.726,50.101,1.003,30,31,26-02-2019
1435,NOLSM788305788,2,Etching,280,1381,3655,5737,71.832,49.907,0.998,30,32,26-02-2019
1436,NOLSM789306789,3,Etching,239,1457,3645,5693,71.249,50.161,1.004,30,33,26-02-2019
1437,NOLSM790307790,1,Etching,171,1324,3638,5731,70.84,50.292,1.007,30,34,26-02-2019
1438,NOLSM791308791,2,Etching,172,1436,3654,5709,72.095,50.281,1.007,30,35,26-02-2019
1439,NOLSM792309792,3,Etching,257,1393,3643,5708,71.333,50.062,1.002,30,36,26-02-2019
1440,NOLSM7933010793,1,Etching,172,1375,3641,5719,71.668,50.071,1.002,30,37,26-02-2019
1441,NOLSM7943011794,2,Etching,236,1382,3647,5712,71.731,50.103,1.003,30,38,26-02-2019
1442,NOLSM7953012795,3,Etching,151,1301,3641,5721,71.655,50.128,1.003,30,39,26-02-2019
1443,NOLSM7963013796,1,Etching,200,1306,3638,5714,71.271,50.421,1.011,30,40,26-02-2019
1444,NOLSM7973014797,2,Etching,261,1423,3647,5720,71.692,50.401,1.01,30,41,26-02-2019
1445,NOLSM7983015798,3,Etching,181,1431,3647,5711,71.683,49.646,0.991,30,42,26-02-2019
1446,NOLSM7993016799,1,Etching,150,1368,3632,5683,70.706,49.944,0.999,30,43,26-02-2019
1447,NOLSM8003017800,2,Etching,185,1401,3642,5695,71.706,49.918,0.998,30,44,26-02-2019
1448,NOLSM8013018801,3,Etching,166,1362,3641,5688,71.164,49.894,0.997,30,45,26-02-2019
1449,NOLSM8023019802,1,Etching,202,1460,3634,5726,70.758,49.87,0.997,30,46,26-02-2019
1450,NOLSM8033020803,2,Etching,177,1247,3629,5705,70.762,50.448,1.011,30,47,26-02-2019
1451,NOLSM8043021804,3,Etching,143,1709,3638,5728,71.387,50.593,1.015,30,48,26-02-2019
1452,NOLSM8053022805,1,Etching,173,1468,3628,5720,70.556,50.313,1.008,30,49,26-02-2019
1453,NOLSM8063023806,2,Etching,140,1466,3633,5697,70.775,49.884,0.997,30,50,26-02-2019
1454,NOLSM8073024807,3,Etching,191,1390,3633,5698,70.247,50.223,1.006,30,51,26-02-2019
1455,NOLSM8083025808,1,Etching,138,1561,3633,5696,71.175,50.263,1.007,30,52,26-02-2019
1456,NOLSM8093026809,2,Etching,177,1665,3634,5728,70.93,50.792,1.02,30,53,26-02-2019
1457,NOLSM8103027810,3,Etching,202,1573,3637,5735,71.497,50.566,1.014,30,54,26-02-2019
1458,NOLSM244101,3,Etching,254,1497,3676,5745,70.732,50.267,1.033,10,1,26-02-2019
1459,NOLSM245102,3,Etching,431,1711,3629,5692,71.555,50.749,1.034,10,2,26-02-2019
1460,NOLSM246103,2,Etching,524,1371,3670,5715,72.093,51.332,1.026,10,3,26-02-2019
1461,NOLSM247104,1,Etching,218,1305,3654,5719,70.838,51.547,1.056,10,4,26-02-2019
1462,NOLSM248105,1,Etching,130,1512,3635,5727,70.163,51.008,1.032,10,5,26-02-2019
1463,NOLSM249106,3,Etching,308,1592,3680,5709,72.304,51.207,1.032,10,6,26-02-2019
1464,NOLSM250107,3,Etching,313,1575,3657,5695,69.559,52.078,1.022,10,7,26-02-2019
1465,NOLSM251108,2,Etching,330,1427,3665,5691,71.345,50.984,1.023,10,8,26-02-2019
1466,NOLSM252109,1,Etching,417,1344,3657,5694,72.284,50.597,1.045,10,9,26-02-2019
1467,NOLSM2531010,1,Etching,317,1474,3641,5728,70.405,52.133,1.042,10,10,26-02-2019
1468,NOLSM2541011,3,Etching,476,1466,3660,5722,71.455,51.647,1.021,10,11,26-02-2019
1469,NOLSM2551012,2,Etching,479,1517,3666,5697,71.927,50.861,1.063,10,12,26-02-2019
1470,NOLSM2561013,1,Etching,419,1472,3658,5727,71.265,51.036,1.024,10,13,26-02-2019
1471,NOLSM2571014,1,Etching,314,1683,3651,5732,71.241,51.884,1.03,10,14,26-02-2019
1472,NOLSM2581015,2,Etching,340,1458,3644,5709,71.52,50.234,1.026,10,15,26-02-2019
1473,NOLSM2591016,3,Etching,462,1387,3687,5715,70.756,52.004,1.045,10,16,26-02-2019
1474,NOLSM2601017,3,Etching,231,1554,3680,5692,70.204,51.444,1.032,10,17,26-02-2019
1475,NOLSM2611018,2,Etching,408,1568,3675,5721,70.253,50.176,1.028,10,18,26-02-2019
1476,NOLSM2621019,1,Etching,317,1500,3664,5707,69.549,50.507,1.048,10,19,26-02-2019
1477,NOLSM2631020,1,Etching,291,1380,3637,5698,70.804,50.491,1.022,10,20,26-02-2019
1478,NOLSM2641021,2,Etching,376,1692,3672,5696,68.72,50.573,1.036,10,21,26-02-2019
1479,NOLSM2651022,3,Etching,324,1513,3650,5727,70.728,50.428,1.044,10,22,26-02-2019
1480,NOLSM2661023,3,Etching,392,1346,3657,5710,71.42,51.171,1.042,10,23,26-02-2019
1481,NOLSM2671024,2,Etching,422,1306,3633,5702,71.777,50.628,1.05,10,24,26-02-2019
1482,NOLSM2681025,1,Etching,177,1495,3629,5712,71.626,52.309,1.037,10,25,26-02-2019
1483,NOLSM2691026,1,Etching,288,1268,3655,5721,70.099,50.464,1.027,10,26,26-02-2019
1484,NOLSM2701027,2,Etching,353,1417,3667,5713,72.147,51.299,1.05,10,27,26-02-2019
1485,NOLSM784301,1,Etching,364,1563,3658,5691,71.356,50.275,1.007,30,1,26-02-2019
1486,NOLSM785302,1,Etching,308,1643,3659,5724,71.618,50.387,1.01,30,2,26-02-2019
1487,NOLSM786303,2,Etching,344,1490,3656,5741,71.966,50.228,1.006,30,3,26-02-2019
1488,NOLSM787304,3,Etching,379,1625,3662,5738,71.726,50.101,1.003,30,4,26-02-2019
1489,NOLSM788305,3,Etching,280,1381,3655,5737,71.832,49.907,0.998,30,5,26-02-2019
1490,NOLSM789306,2,Etching,239,1457,3645,5693,71.249,50.161,1.004,30,6,26-02-2019
1491,NOLSM790307,1,Etching,171,1324,3638,5731,70.84,50.292,1.007,30,7,26-02-2019
1492,NOLSM791308,1,Etching,172,1436,3654,5709,72.095,50.281,1.007,30,8,26-02-2019
1493,NOLSM792309,3,Etching,257,1393,3643,5708,71.333,50.062,1.002,30,9,26-02-2019
1494,NOLSM7933010,3,Etching,172,1375,3641,5719,71.668,50.071,1.002,30,10,26-02-2019
1495,NOLSM7943011,2,Etching,236,1382,3647,5712,71.731,50.103,1.003,30,11,26-02-2019
1496,NOLSM7953012,1,Etching,151,1301,3641,5721,71.655,50.128,1.003,30,12,26-02-2019
1497,NOLSM7963013,1,Etching,200,1306,3638,5714,71.271,50.421,1.011,30,13,26-02-2019
1498,NOLSM7973014,2,Etching,261,1423,3647,5720,71.692,50.401,1.01,30,14,26-02-2019
1499,NOLSM7983015,3,Etching,181,1431,3647,5711,71.683,49.646,0.991,30,15,26-02-2019
1500,NOLSM7993016,3,Etching,150,1368,3632,5683,70.706,49.944,0.999,30,16,26-02-2019
1501,NOLSM8003017,2,Etching,185,1401,3642,5695,71.706,49.918,0.998,30,17,26-02-2019
1502,NOLSM8013018,1,Etching,166,1362,3641,5688,71.164,49.894,0.997,30,18,26-02-2019
1503,NOLSM8023019,1,Etching,202,1460,3634,5726,70.758,49.87,0.997,30,19,26-02-2019
1504,NOLSM8033020,3,Etching,177,1247,3629,5705,70.762,50.448,1.011,30,20,26-02-2019
1505,NOLSM8043021,3,Etching,143,1463,3638,5728,71.387,50.593,1.015,30,21,26-02-2019
1506,NOLSM8053022,2,Etching,173,1351,3628,5720,70.556,50.313,1.008,30,22,26-02-2019
1507,NOLSM8063023,1,Etching,140,1389,3633,5697,70.775,49.884,0.997,30,23,26-02-2019
1508,NOLSM8073024,1,Etching,191,1395,3633,5698,70.247,50.223,1.006,30,24,26-02-2019
1509,NOLSM8083025,2,Etching,138,1383,3633,5696,71.175,50.263,1.007,30,25,26-02-2019
1510,NOLSM8093026,3,Etching,177,1472,3634,5728,70.93,50.792,1.02,30,26,26-02-2019
1511,NOLSM8103027,3,Etching,202,1445,3637,5735,71.497,50.566,1.014,30,27,26-02-2019
1512,NOLSM271111271,1,Etching,398,1662,3692,5726,71.046,51.921,1.037,11,28,27-02-2019
1513,NOLSM272112272,2,Etching,330,1398,3661,5740,69.857,51.765,1.031,11,29,27-02-2019
1514,NOLSM273113273,3,Etching,324,1513,3654,5719,71.155,50.249,1.021,11,30,27-02-2019
1515,NOLSM274114274,1,Etching,146,1274,3658,5714,71.468,51.218,1.038,11,31,27-02-2019
1516,NOLSM275115275,2,Etching,319,1454,3626,5733,72.336,51.049,1.025,11,32,27-02-2019
1517,NOLSM276116276,3,Etching,239,1442,3657,5718,70.998,51.384,1.038,11,33,27-02-2019
1518,NOLSM277117277,1,Etching,457,1462,3660,5714,71.086,51.109,1.0,11,34,27-02-2019
1519,NOLSM278118278,2,Etching,354,1476,3664,5701,71.673,50.506,1.011,11,35,27-02-2019
1520,NOLSM279119279,3,Etching,563,1422,3642,5717,72.019,51.261,1.036,11,36,27-02-2019
1521,NOLSM2801110280,1,Etching,176,1301,3658,5709,69.699,50.194,1.046,11,37,27-02-2019
1522,NOLSM2811111281,2,Etching,415,1644,3653,5692,70.824,50.202,1.038,11,38,27-02-2019
1523,NOLSM2821112282,3,Etching,495,1426,3622,5714,71.286,51.207,1.019,11,39,27-02-2019
1524,NOLSM2831113283,1,Etching,269,1602,3650,5713,70.004,51.743,1.017,11,40,27-02-2019
1525,NOLSM2841114284,2,Etching,413,1541,3651,5741,71.889,51.542,1.038,11,41,27-02-2019
1526,NOLSM2851115285,3,Etching,514,1539,3639,5729,70.13,52.105,1.018,11,42,27-02-2019
1527,NOLSM2861116286,1,Etching,391,1502,3620,5713,70.058,50.382,1.045,11,43,27-02-2019
1528,NOLSM2871117287,2,Etching,284,1518,3664,5702,70.779,50.881,1.049,11,44,27-02-2019
1529,NOLSM2881118288,3,Etching,304,1544,3625,5728,69.405,51.062,1.037,11,45,27-02-2019
1530,NOLSM2891119289,1,Etching,433,1564,3655,5703,70.257,50.852,1.043,11,46,27-02-2019
1531,NOLSM2901120290,2,Etching,233,1461,3677,5682,69.975,49.761,1.031,11,47,27-02-2019
1532,NOLSM2911121291,3,Etching,240,1559,3656,5703,71.409,50.3,1.047,11,48,27-02-2019
1533,NOLSM2921122292,1,Etching,319,1534,3652,5714,70.714,51.655,1.048,11,49,27-02-2019
1534,NOLSM2931123293,2,Etching,589,1507,3674,5703,70.486,51.103,1.048,11,50,27-02-2019
1535,NOLSM2941124294,3,Etching,363,1454,3645,5721,72.56,51.145,1.047,11,51,27-02-2019
1536,NOLSM2951125295,1,Etching,315,1507,3711,5706,69.953,50.082,1.047,11,52,27-02-2019
1537,NOLSM2961126296,2,Etching,573,1365,3651,5719,70.179,51.018,1.046,11,53,27-02-2019
1538,NOLSM2971127297,3,Etching,422,1512,3624,5741,70.994,51.192,1.047,11,54,27-02-2019
1539,NOLSM811311811,1,Etching,246,1526,3640,5710,71.723,50.784,1.02,31,28,27-02-2019
1540,NOLSM812312812,2,Etching,150,1481,3641,5711,70.792,50.76,1.019,31,29,27-02-2019
1541,NOLSM813313813,3,Etching,232,1588,3642,5699,71.115,50.672,1.017,31,30,27-02-2019
1542,NOLSM814314814,1,Etching,237,1441,3640,5725,70.445,50.163,1.004,31,31,27-02-2019
1543,NOLSM815315815,2,Etching,124,1441,3622,5716,69.576,50.315,1.008,31,32,27-02-2019
1544,NOLSM816316816,3,Etching,263,1402,3641,5689,71.212,50.668,1.017,31,33,27-02-2019
1545,NOLSM817317817,1,Etching,150,1372,3631,5700,70.575,50.617,1.015,31,34,27-02-2019
1546,NOLSM818318818,2,Etching,174,1446,3638,5684,71.077,50.473,1.012,31,35,27-02-2019
1547,NOLSM819319819,3,Etching,140,1281,3635,5697,71.065,50.229,1.006,31,36,27-02-2019
1548,NOLSM8203110820,1,Etching,119,1369,3637,5693,71.387,50.075,1.002,31,37,27-02-2019
1549,NOLSM8213111821,2,Etching,204,1428,3658,5701,70.745,49.845,0.996,31,38,27-02-2019
1550,NOLSM8223112822,3,Etching,236,1372,3645,5692,70.585,50.113,1.003,31,39,27-02-2019
1551,NOLSM8233113823,1,Etching,151,1369,3656,5705,71.06,49.878,0.997,31,40,27-02-2019
1552,NOLSM8243114824,2,Etching,207,1402,3646,5683,70.365,50.029,1.001,31,41,27-02-2019
1553,NOLSM8253115825,3,Etching,212,1427,3648,5700,69.918,49.922,0.998,31,42,27-02-2019
1554,NOLSM8263116826,1,Etching,218,1343,3655,5699,71.169,50.214,1.005,31,43,27-02-2019
1555,NOLSM8273117827,2,Etching,177,1343,3655,5693,70.12,49.962,0.999,31,44,27-02-2019
1556,NOLSM8283118828,3,Etching,221,1417,3643,5736,71.263,50.032,1.001,31,45,27-02-2019
1557,NOLSM8293119829,1,Etching,175,1359,3646,5719,71.656,50.185,1.005,31,46,27-02-2019
1558,NOLSM8303120830,2,Etching,202,1709,3631,5700,70.218,49.806,0.995,31,47,27-02-2019
1559,NOLSM8313121831,3,Etching,313,1468,3663,5722,71.536,50.46,1.011,31,48,27-02-2019
1560,NOLSM8323122832,1,Etching,224,1466,3645,5723,70.395,50.431,1.011,31,49,27-02-2019
1561,NOLSM8333123833,2,Etching,333,1390,3663,5730,71.533,50.477,1.012,31,50,27-02-2019
1562,NOLSM8343124834,3,Etching,269,1561,3658,5741,71.794,50.856,1.021,31,51,27-02-2019
1563,NOLSM8353125835,1,Etching,216,1665,3656,5699,71.361,51.057,1.026,31,52,27-02-2019
1564,NOLSM8363126836,2,Etching,236,1573,3662,5717,72.044,50.855,1.021,31,53,27-02-2019
1565,NOLSM8373127837,3,Etching,151,1526,3664,5704,71.199,50.927,1.023,31,54,27-02-2019
1566,NOLSM271111,3,Etching,398,1662,3692,5726,71.046,51.921,1.037,11,1,27-02-2019
1567,NOLSM272112,3,Etching,330,1398,3661,5740,69.857,51.765,1.031,11,2,27-02-2019
1568,NOLSM273113,2,Etching,324,1513,3654,5719,71.155,50.249,1.021,11,3,27-02-2019
1569,NOLSM274114,1,Etching,146,1274,3658,5714,71.468,51.218,1.038,11,4,27-02-2019
1570,NOLSM275115,1,Etching,319,1454,3626,5733,72.336,51.049,1.025,11,5,27-02-2019
1571,NOLSM276116,2,Etching,239,1442,3657,5718,70.998,51.384,1.038,11,6,27-02-2019
1572,NOLSM277117,3,Etching,457,1462,3660,5714,71.086,51.109,1.0,11,7,27-02-2019
1573,NOLSM278118,3,Etching,354,1476,3664,5701,71.673,50.506,1.011,11,8,27-02-2019
1574,NOLSM279119,2,Etching,563,1422,3642,5717,72.019,51.261,1.036,11,9,27-02-2019
1575,NOLSM2801110,1,Etching,176,1301,3658,5709,69.699,50.194,1.046,11,10,27-02-2019
1576,NOLSM2811111,1,Etching,415,1644,3653,5692,70.824,50.202,1.038,11,11,27-02-2019
1577,NOLSM2821112,2,Etching,495,1426,3622,5714,71.286,51.207,1.019,11,12,27-02-2019
1578,NOLSM2831113,3,Etching,269,1602,3650,5713,70.004,51.743,1.017,11,13,27-02-2019
1579,NOLSM2841114,3,Etching,413,1541,3651,5741,71.889,51.542,1.038,11,14,27-02-2019
1580,NOLSM2851115,2,Etching,514,1539,3639,5729,70.13,52.105,1.018,11,15,27-02-2019
1581,NOLSM2861116,1,Etching,391,1502,3620,5713,70.058,50.382,1.045,11,16,27-02-2019
1582,NOLSM2871117,1,Etching,284,1518,3664,5702,70.779,50.881,1.049,11,17,27-02-2019
1583,NOLSM2881118,2,Etching,304,1544,3625,5728,69.405,51.062,1.037,11,18,27-02-2019
1584,NOLSM2891119,3,Etching,433,1564,3655,5703,70.257,50.852,1.043,11,19,27-02-2019
1585,NOLSM2901120,3,Etching,233,1461,3677,5682,69.975,49.761,1.031,11,20,27-02-2019
1586,NOLSM2911121,2,Etching,240,1559,3656,5703,71.409,50.3,1.026,11,21,27-02-2019
1587,NOLSM2921122,1,Etching,319,1534,3652,5714,70.714,51.655,1.017,11,22,27-02-2019
1588,NOLSM2931123,1,Etching,589,1507,3674,5703,70.486,51.103,0.995,11,23,27-02-2019
1589,NOLSM2941124,3,Etching,363,1454,3645,5721,72.56,51.145,1.017,11,24,27-02-2019
1590,NOLSM2951125,3,Etching,315,1507,3711,5706,69.953,50.082,1.036,11,25,27-02-2019
1591,NOLSM2961126,2,Etching,573,1365,3651,5719,70.179,51.018,1.009,11,26,27-02-2019
1592,NOLSM2971127,1,Etching,422,1512,3624,5741,70.994,51.192,1.012,11,27,27-02-2019
1593,NOLSM811311,2,Etching,246,1392,3640,5710,71.723,50.784,1.02,31,1,27-02-2019
1594,NOLSM812312,1,Etching,150,1427,3641,5711,70.792,50.76,1.019,31,2,27-02-2019
1595,NOLSM813313,1,Etching,232,1410,3642,5699,71.115,50.672,1.017,31,3,27-02-2019
1596,NOLSM814314,2,Etching,237,1452,3640,5725,70.445,50.163,1.004,31,4,27-02-2019
1597,NOLSM815315,3,Etching,124,1394,3622,5716,69.576,50.315,1.008,31,5,27-02-2019
1598,NOLSM816316,3,Etching,263,1386,3641,5689,71.212,50.668,1.017,31,6,27-02-2019
1599,NOLSM817317,2,Etching,150,1372,3631,5700,70.575,50.617,1.015,31,7,27-02-2019
1600,NOLSM818318,1,Etching,174,1446,3638,5684,71.077,50.473,1.012,31,8,27-02-2019
1601,NOLSM819319,1,Etching,140,1281,3635,5697,71.065,50.229,1.006,31,9,27-02-2019
1602,NOLSM8203110,2,Etching,119,1369,3637,5693,71.387,50.075,1.002,31,10,27-02-2019
1603,NOLSM8213111,3,Etching,204,1428,3641,5701,70.745,49.845,0.996,31,11,27-02-2019
1604,NOLSM8223112,1,Etching,236,1372,3642,5692,70.585,50.113,1.003,31,12,27-02-2019
1605,NOLSM8233113,1,Etching,151,1369,3638,5705,71.06,49.878,0.997,31,13,27-02-2019
1606,NOLSM8243114,2,Etching,207,1402,3633,5683,70.365,50.029,1.001,31,14,27-02-2019
1607,NOLSM8253115,3,Etching,212,1427,3630,5700,69.918,49.922,0.998,31,15,27-02-2019
1608,NOLSM8263116,3,Etching,218,1343,3650,5699,71.169,50.214,1.005,31,16,27-02-2019
1609,NOLSM8273117,1,Etching,177,1343,3632,5693,70.12,49.962,0.999,31,17,27-02-2019
1610,NOLSM8283118,1,Etching,221,1417,3645,5736,71.263,50.032,1.001,31,18,27-02-2019
1611,NOLSM8293119,2,Etching,175,1359,3646,5719,71.656,50.185,1.005,31,19,27-02-2019
1612,NOLSM8303120,3,Etching,202,1416,3631,5700,70.218,49.806,0.995,31,20,27-02-2019
1613,NOLSM8313121,3,Etching,313,1510,3663,5722,71.536,50.46,1.011,31,21,27-02-2019
1614,NOLSM8323122,2,Etching,224,1404,3645,5723,70.395,50.431,1.011,31,22,27-02-2019
1615,NOLSM8333123,1,Etching,333,1445,3663,5730,71.533,50.477,1.012,31,23,27-02-2019
1616,NOLSM8343124,1,Etching,269,1511,3658,5741,71.794,50.856,1.021,31,24,27-02-2019
1617,NOLSM8353125,2,Etching,216,1477,3656,5699,71.361,51.057,1.026,31,25,27-02-2019
1618,NOLSM8363126,3,Etching,278,1490,3662,5717,72.044,50.855,1.021,31,26,27-02-2019
1619,NOLSM8373127,3,Etching,329,1447,3664,5704,71.199,50.927,1.023,31,27,27-02-2019
1620,NOLSM298121298,1,Etching,13,1417,3665,5707,73.064,51.037,1.051,12,28,28-02-2019
