No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM8343124,1,photo_li,48.896,I,365,482.215,108.036,31,24,27-02-2019
NOLSM8353125,2,photo_li,36.025,I,365,469.93,107.441,31,25,27-02-2019
NOLSM8363126,3,photo_li,39.751,I,365,480.764,107.419,31,26,27-02-2019
NOLSM8373127,1,photo_li,31.188,I,365,471.539,106.512,31,27,27-02-2019
NOLSM298121298,1,photo_li,41.736,G,436,476.399,107.128,12,28,28-02-2019
NOLSM299122299,1,photo_li,41.161,H,405,476.997,107.948,12,29,28-02-2019
NOLSM300123300,1,photo_li,45.332,I,365,491.681,106.757,12,30,28-02-2019
NOLSM301124301,1,photo_li,42.471,I,365,522.076,111.245,12,31,28-02-2019
NOLSM302125302,1,photo_li,49.083,G,436,459.566,107.687,12,32,28-02-2019
NOLSM303126303,1,photo_li,49.974,G,436,537.539,105.516,12,33,28-02-2019
NOLSM304127304,1,photo_li,43.981,G,436,531.0,109.16,12,34,28-02-2019
NOLSM305128305,1,photo_li,51.177,G,436,507.591,105.355,12,35,28-02-2019
NOLSM306129306,1,photo_li,37.43,I,365,511.038,105.919,12,36,28-02-2019
NOLSM3071210307,2,photo_li,36.584,G,436,526.47,107.959,12,37,28-02-2019
NOLSM3081211308,2,photo_li,37.552,H,405,506.096,105.545,12,38,28-02-2019
NOLSM3091212309,2,photo_li,29.309,I,365,506.667,106.702,12,39,28-02-2019
NOLSM3101213310,2,photo_li,30.279,H,405,519.881,106.815,12,40,28-02-2019
NOLSM3111214311,2,photo_li,45.892,I,365,527.932,106.282,12,41,28-02-2019
NOLSM3121215312,2,photo_li,65.823,H,405,520.804,105.95,12,42,28-02-2019
NOLSM3131216313,2,photo_li,57.72,G,436,502.315,109.019,12,43,28-02-2019
NOLSM3141217314,2,photo_li,55.55,I,365,495.916,108.102,12,44,28-02-2019
NOLSM3151218315,2,photo_li,44.226,G,436,543.174,107.308,12,45,28-02-2019
NOLSM3161219316,3,photo_li,40.441,G,436,548.068,108.873,12,46,28-02-2019
NOLSM3171220317,3,photo_li,38.767,H,405,522.04,106.626,12,47,28-02-2019
NOLSM3181221318,3,photo_li,35.101,G,436,536.467,106.338,12,48,28-02-2019
NOLSM3191222319,3,photo_li,45.415,H,405,529.092,109.39,12,49,28-02-2019
NOLSM3201223320,3,photo_li,30.468,G,436,551.646,108.471,12,50,28-02-2019
NOLSM3211224321,3,photo_li,44.727,H,405,502.298,107.983,12,51,28-02-2019
NOLSM3221225322,3,photo_li,47.106,H,405,531.463,110.232,12,52,28-02-2019
NOLSM3231226323,3,photo_li,21.01,I,365,505.352,107.184,12,53,28-02-2019
NOLSM3241227324,3,photo_li,38.434,I,365,513.177,108.535,12,54,28-02-2019
NOLSM838321838,1,photo_li,31.064,I,365,469.44,106.68,32,28,28-02-2019
NOLSM839322839,1,photo_li,34.809,I,365,472.467,106.929,32,29,28-02-2019
NOLSM840323840,1,photo_li,38.514,I,365,470.478,107.659,32,30,28-02-2019
NOLSM841324841,1,photo_li,31.605,I,365,460.719,107.748,32,31,28-02-2019
NOLSM842325842,1,photo_li,34.303,I,365,472.83,106.783,32,32,28-02-2019
NOLSM843326843,1,photo_li,35.4,I,365,474.027,106.916,32,33,28-02-2019
NOLSM844327844,1,photo_li,31.265,I,365,472.243,106.405,32,34,28-02-2019
NOLSM845328845,1,photo_li,33.199,I,365,472.83,106.541,32,35,28-02-2019
NOLSM846329846,1,photo_li,35.404,I,365,477.914,106.517,32,36,28-02-2019
NOLSM8473210847,2,photo_li,31.011,I,365,470.446,106.56,32,37,28-02-2019
NOLSM8483211848,2,photo_li,32.525,I,365,468.93,106.744,32,38,28-02-2019
NOLSM8493212849,2,photo_li,28.001,I,365,469.586,106.174,32,39,28-02-2019
NOLSM8503213850,2,photo_li,32.11,I,365,476.399,106.108,32,40,28-02-2019
NOLSM8513214851,2,photo_li,35.822,I,365,476.997,106.765,32,41,28-02-2019
NOLSM8523215852,2,photo_li,30.007,I,365,468.672,106.606,32,42,28-02-2019
NOLSM298121,1,photo_li,41.736,G,436,491.54,107.128,12,1,28-02-2019
NOLSM299122,3,photo_li,41.161,H,405,485.58,107.948,12,2,28-02-2019
NOLSM300123,1,photo_li,45.332,I,365,491.681,106.757,12,3,28-02-2019
NOLSM301124,2,photo_li,42.471,I,365,522.076,111.245,12,4,28-02-2019
NOLSM302125,3,photo_li,49.083,G,436,459.566,107.687,12,5,28-02-2019
NOLSM303126,1,photo_li,49.974,G,436,537.539,105.516,12,6,28-02-2019
NOLSM304127,2,photo_li,43.981,G,436,531.0,109.16,12,7,28-02-2019
NOLSM305128,3,photo_li,51.177,G,436,507.591,105.355,12,8,28-02-2019
NOLSM306129,1,photo_li,37.43,I,365,511.038,105.919,12,9,28-02-2019
NOLSM3071210,2,photo_li,36.584,G,436,526.47,107.959,12,10,28-02-2019
NOLSM3081211,3,photo_li,37.552,H,405,506.096,105.545,12,11,28-02-2019
NOLSM3091212,1,photo_li,29.309,I,365,506.667,106.702,12,12,28-02-2019
NOLSM3101213,2,photo_li,30.279,H,405,519.881,106.815,12,13,28-02-2019
NOLSM3111214,1,photo_li,45.892,I,365,527.932,106.282,12,14,28-02-2019
NOLSM3121215,2,photo_li,65.823,H,405,520.804,105.95,12,15,28-02-2019
NOLSM3131216,3,photo_li,57.72,G,436,502.315,109.019,12,16,28-02-2019
NOLSM3141217,1,photo_li,55.55,I,365,495.916,108.102,12,17,28-02-2019
NOLSM3151218,2,photo_li,44.226,G,436,543.174,107.308,12,18,28-02-2019
NOLSM3161219,3,photo_li,40.441,G,436,548.068,108.873,12,19,28-02-2019
NOLSM3171220,1,photo_li,38.767,H,405,522.04,106.626,12,20,28-02-2019
NOLSM3181221,2,photo_li,35.101,G,436,536.467,106.338,12,21,28-02-2019
NOLSM3191222,3,photo_li,45.415,H,405,529.092,109.39,12,22,28-02-2019
NOLSM3201223,1,photo_li,30.468,G,436,551.646,108.471,12,23,28-02-2019
NOLSM3211224,2,photo_li,44.727,H,405,502.298,107.983,12,24,28-02-2019
NOLSM3221225,3,photo_li,47.106,H,405,531.463,110.232,12,25,28-02-2019
NOLSM3231226,1,photo_li,21.01,I,365,505.352,107.184,12,26,28-02-2019
NOLSM3241227,2,photo_li,38.434,I,365,513.177,108.535,12,27,28-02-2019
NOLSM838321,2,photo_li,31.064,I,365,469.44,106.68,32,1,28-02-2019
NOLSM839322,3,photo_li,34.809,I,365,472.467,106.929,32,2,28-02-2019
NOLSM840323,1,photo_li,38.514,I,365,470.478,107.659,32,3,28-02-2019
NOLSM841324,2,photo_li,31.605,I,365,460.719,107.748,32,4,28-02-2019
NOLSM842325,3,photo_li,34.303,I,365,472.83,106.783,32,5,28-02-2019
NOLSM843326,1,photo_li,35.4,I,365,474.027,106.916,32,6,28-02-2019
NOLSM844327,2,photo_li,31.265,I,365,472.243,106.405,32,7,28-02-2019
NOLSM845328,3,photo_li,33.199,I,365,472.83,106.541,32,8,28-02-2019
NOLSM846329,1,photo_li,35.404,I,365,477.914,106.517,32,9,28-02-2019
NOLSM8473210,2,photo_li,31.011,I,365,470.446,106.56,32,10,28-02-2019
NOLSM8483211,3,photo_li,32.525,I,365,468.93,106.744,32,11,28-02-2019
NOLSM8493212,1,photo_li,28.001,I,365,469.586,106.174,32,12,28-02-2019
NOLSM8503213,2,photo_li,32.11,I,365,476.399,106.108,32,13,28-02-2019
NOLSM8513214,3,photo_li,35.822,I,365,476.997,106.765,32,14,28-02-2019
NOLSM8523215,1,photo_li,30.007,I,365,468.672,106.606,32,15,28-02-2019
