No_Die,Lot_Num,Wafer_Num,Datetime,Ox_Chamber,type,Temp_OXid,ppm,Pressure,Oxid_time,thickness,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target
NOLSM5101924510,19,51,07-03-2019,1,dry,891.9025979,34.95,0.201,32,709.498,1,0.73422,16.029,15.039,19.999,203.733,89.999,503.733,4054.534,5093.318,5.08,93.218,30.006,3,25.438,436,552.475,108.465,3,236,1342,3631,5717,70.95,51.203,1.03,3,2.02E+16,2.02E+17,1.38E+17,3.00E+17,6.00E+17,32299.17,103.007,920,155,24
NOLSM5111925511,19,52,07-03-2019,1,dry,877.6940873,32.59,0.204,32,709.085,1,0.94868,17.587,15.109,20,204.448,90,504.448,3957.086,5111.198,5.122,93.574,29.997,3,32.084,436,544.71,109.136,1,151,1369,3629,5722,70.909,51.425,1.036,1,1.23E+16,8.02E+16,8.92E+16,2.99E+17,6.00E+17,32299.206,103.562,924,155,18
NOLSM5121926512,19,53,07-03-2019,1,dry,875.8511913,38.02,0.204,32,710.536,1,1.11455,16.445,15.018,19.997,204.603,90,504.603,4087.957,5115.078,5.089,92.934,30.002,3,14.799,436,546.757,107.732,2,207,1388,3638,5727,71.054,51.231,1.031,2,2.14E+16,1.67E+17,1.38E+17,3.00E+17,6.00E+17,32302.035,103.077,913,155,72
NOLSM5131927513,19,54,07-03-2019,1,dry,880.4085342,33.81,0.2,32,706.929,1,0.90259,16.756,14.922,19.995,202.727,90,502.727,4025.484,5068.187,5.071,92.755,30.005,3,17.83,436,550.156,107.203,3,212,1378,3635,5686,70.693,51.008,1.025,3,8.62E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32299.62,102.519,910,154,66
NOLSM487191,19,1,07-03-2019,2,dry,872.1675295,22.1,0.219,226,715.199,3,0.54712,16.624,15.066,19.999,201.343,90,501.343,4026.868,5033.585,5.017,91.995,29.994,2,38.42,436,552.143,109.603,2,191,1382,3640,5690,71.52,52.092,1.052,2,1.43E+16,1.14E+17,1.38E+17,3.00E+17,6.00E+17,32198.19,105.23,919,158,51
NOLSM488192,19,2,07-03-2019,2,dry,870.8549225,22.1,0.219,226,715.385,3,0.80815,16.706,14.957,20.004,201.388,90,501.388,4027.76,5034.7,5.033,92.461,29.996,3,40.362,436,554.379,109.975,1,180,1403,3636,5711,71.539,52.101,1.053,1,1.46E+16,3.05E+16,1.38E+17,3.01E+17,6.00E+17,32199.503,105.251,924,158,27
NOLSM489193,19,3,07-03-2019,3,dry,871.3250502,22.11,0.219,226,715.44,1,0.81602,15.742,15.039,19.998,201.048,90,501.048,4020.959,5026.199,5.028,92.843,30.002,1,49.535,436,539.611,110.531,1,241,1372,3637,5704,71.544,52.168,1.054,1,1.11E+16,6.38E+16,1.38E+17,3.00E+17,6.00E+17,32200.371,105.42,929,158,51
NOLSM490194,19,4,07-03-2019,3,dry,871.9026319,22.1,0.22,227,716.953,1,0.67929,16.097,15.052,19.995,202.063,90,502.063,4041.264,5051.58,5.045,92.313,29.994,2,48.873,436,543.765,110.704,2,210,1448,3646,5694,71.695,52.326,1.058,2,9.87E+15,9.24E+16,1.38E+17,2.98E+17,6.00E+17,32202.607,105.815,929,159,117
NOLSM491195,19,5,07-03-2019,3,dry,872.372823,22.09,0.22,227,716.079,1,0.89418,16.81,14.916,19.998,201.574,90.001,501.574,4031.484,5039.355,5.024,91.672,30.011,3,38.145,436,557.198,109.671,3,136,1428,3640,5721,71.608,52.369,1.059,3,1.98E+16,1.17E+17,5.28E+16,2.99E+17,6.00E+17,32201.147,105.922,921,159,48
NOLSM492196,19,6,07-03-2019,3,dry,871.8744387,22.08,0.219,226,715.605,2,1.02064,16.806,14.863,19.999,200.921,90,500.921,4018.416,5023.02,4.998,91.667,30.005,1,40.408,436,559.368,109.111,3,198,1388,3641,5726,71.56,51.699,1.042,3,1.85E+16,6.67E+16,1.38E+17,3.00E+17,6.00E+17,32200.629,104.247,917,156,57
NOLSM493197,19,7,07-03-2019,3,dry,871.7072146,22.05,0.217,224,713.967,2,0.92089,17.095,14.914,20,200.286,90.001,500.286,4005.711,5007.138,4.994,91.31,29.998,2,24.251,436,551.846,108.36,2,186,1388,3645,5729,71.397,51.598,1.04,2,1.18E+16,1.06E+17,1.38E+17,3.00E+17,6.00E+17,32201.877,103.995,911,156,93
NOLSM494198,19,8,07-03-2019,3,dry,870.5105735,22.03,0.217,224,713.483,2,0.84419,16.473,14.978,19.996,199.381,90.001,499.381,3987.622,4984.527,4.985,91.497,30.003,3,30.525,436,551.722,108.611,1,195,1358,3642,5732,71.348,51.548,1.039,1,1.01E+16,9.24E+16,6.04E+16,3.01E+17,6.00E+17,32199.828,103.871,913,156,75
NOLSM495199,19,9,07-03-2019,3,dry,871.4561746,22.04,0.217,224,713.627,3,0.8699,17.239,14.966,19.995,199.125,90,499.125,3982.507,4978.133,4.99,91.532,30.006,1,36.502,436,553.742,108.924,1,270,1368,3639,5720,71.363,51.571,1.039,1,9.20E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32202.069,103.928,914,156,45
NOLSM4961910,19,10,07-03-2019,3,dry,871.2889254,22.03,0.218,225,714.956,3,0.79198,16.812,15.039,19.997,199.951,90,499.951,3999.023,4998.779,4.98,91.009,29.998,2,24.124,436,553.393,108.303,2,185,1459,3646,5692,71.496,51.729,1.043,2,2.14E+16,4.12E+16,1.38E+17,2.99E+17,6.00E+17,32200.463,104.322,910,156,96
NOLSM4971911,19,11,07-03-2019,3,dry,872.2062123,22.05,0.217,224,713.64,3,0.97443,16.467,14.944,20.003,198.914,90,498.914,3978.273,4972.841,4.971,90.769,29.995,3,29.507,436,555.049,108.042,3,363,1508,3656,5702,71.364,51.523,1.038,3,8.76E+15,8.53E+16,1.38E+17,2.99E+17,6.00E+17,32201.824,103.807,908,156,207
NOLSM4981912,19,12,07-03-2019,1,dry,871.5021153,22.06,0.216,223,712.976,1,1.23171,16.468,14.918,20.003,198.11,90,498.11,3962.196,4952.745,4.961,91.265,30.002,1,37.901,436,558.813,108.924,3,243,1459,3646,5721,71.298,51.41,1.035,3,1.16E+16,1.00E+17,1.38E+17,3.01E+17,6.00E+17,32198.962,103.525,915,155,126
NOLSM4991913,19,13,07-03-2019,1,dry,871.504701,22.05,0.219,226,715.564,1,0.71339,17.202,15.109,20.006,200.097,90,500.097,4001.938,5002.422,4.999,91.5,29.996,2,34.094,436,554.717,109.182,2,281,1497,3651,5688,71.556,51.932,1.048,2,2.11E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32203.539,104.83,916,157,153
NOLSM5001914,19,14,07-03-2019,1,dry,871.8009857,22.03,0.219,226,715.604,1,1.04384,17.96,15.011,19.997,199.352,89.999,499.352,3987.046,4983.808,4.986,90.816,30.002,3,29.246,436,549.091,108.335,1,326,1514,3653,5696,71.56,51.904,1.048,1,1.92E+16,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32200.183,104.759,911,157,156
NOLSM5011915,19,15,07-03-2019,1,dry,870.5353831,22.04,0.218,225,714.557,2,0.97059,16.942,14.933,20,198.157,90.001,498.157,3963.138,4953.923,4.962,91.354,30.002,1,43.378,436,553.48,109.471,1,345,1492,3652,5729,71.456,51.51,1.038,1,1.52E+16,3.96E+16,2.29E+17,2.99E+17,6.00E+17,32195.713,103.775,919,156,180
NOLSM5021916,19,16,07-03-2019,1,dry,871.4795899,22.04,0.22,227,716.48,2,0.84388,16.878,14.954,19.999,200.323,90,500.323,4006.461,5008.076,4.982,91.072,30.003,2,42.33,436,553.143,109.929,2,325,1442,3657,5711,71.648,52.03,1.051,2,5.71E+15,2.78E+16,1.38E+17,2.99E+17,6.00E+17,32200.514,105.075,920,158,216
NOLSM5031917,19,17,07-03-2019,1,dry,871.143145,21.96,0.22,227,716.51,2,1.00622,15.955,15.007,20.003,199.256,90,499.256,3985.114,4981.392,4.984,90.916,30.004,3,38.55,436,555.78,109.747,3,365,1538,3657,5709,71.651,52.084,1.052,3,1.10E+16,9.20E+16,1.38E+17,3.01E+17,6.00E+17,32201.656,105.21,920,158,216
NOLSM5041918,19,18,07-03-2019,1,dry,871.010621,21.94,0.22,227,716.331,3,1.05465,16.326,15.055,20.003,199.396,90,499.396,3987.912,4984.89,4.958,90.657,30.005,1,39.991,436,558.537,109.093,3,625,1515,3677,5719,71.633,51.986,1.05,3,1.07E+16,9.36E+16,1.38E+17,3.00E+17,6.00E+17,32199.318,104.965,915,157,399
NOLSM5051919,19,19,07-03-2019,1,dry,871.4748208,22.13,0.213,220,709.949,3,0.57505,16.868,15.11,20,202.855,89.999,502.855,4057.107,5071.384,5.06,92.945,29.996,2,19.408,436,550.221,107.745,2,50,1422,3631,5703,70.995,50.934,1.023,2,4.91E+15,3.96E+16,9.83E+16,3.01E+17,6.00E+17,32302.153,102.335,916,154,18
NOLSM5061920,19,20,07-03-2019,1,dry,871.395986,22.14,0.213,220,709.495,3,0.79649,17.421,15.069,20.001,203.441,90,503.441,4068.827,5086.034,5.103,93.683,29.994,3,28.894,436,546.867,108.327,1,214,1453,3636,5722,70.95,51.06,1.027,1,1.47E+16,5.30E+16,1.38E+17,3.01E+17,6.00E+17,32298.512,102.651,920,154,75
NOLSM5071921,19,21,07-03-2019,2,dry,872.3889367,22.14,0.213,220,710.112,1,0.81782,17.509,15.029,20.001,204.091,90,504.091,4081.827,5102.283,5.122,93.935,30.01,1,39.421,436,553.719,109.144,1,136,1450,3633,5702,71.011,51.492,1.037,1,1.01E+16,1.39E+16,8.29E+16,3.01E+17,6.00E+17,32298.272,103.731,928,156,57
NOLSM5081922,19,22,07-03-2019,2,dry,872.8802881,22.14,0.215,222,711.589,1,0.76717,16.877,14.896,19.995,205.684,90,505.684,4113.674,5142.092,5.124,92.576,29.996,2,19.43,436,553.769,107.464,2,95,1338,3633,5724,71.159,51.537,1.038,2,3.48E+15,1.56E+16,1.97E+17,3.00E+17,6.00E+17,32302.224,103.843,913,156,9
NOLSM5091923,19,23,07-03-2019,2,dry,871.8084556,22.15,0.213,220,709.742,1,0.88754,16.717,14.888,20.002,202.524,90.001,502.524,4050.485,5063.106,5.072,92.969,29.999,3,28.585,436,548.822,108.066,3,151,1455,3631,5712,70.974,51.127,1.028,3,2.03E+16,7.67E+16,1.38E+17,3.00E+17,6.00E+17,32300.691,102.818,918,154,21
NOLSM5101924,19,24,07-03-2019,2,dry,872.3073461,22.23,0.213,220,709.498,2,0.96266,16.684,14.95,19.999,203.733,89.999,503.733,4074.654,5093.318,5.08,93.218,30.006,2,25.438,436,552.475,108.465,2,53,1342,3631,5717,70.95,51.203,1.03,2,2.02E+16,2.02E+17,1.38E+17,3.00E+17,6.00E+17,32299.17,103.007,920,155,24
NOLSM5111925,19,25,07-03-2019,2,dry,871.5513535,22.16,0.212,219,709.085,2,0.96179,17.103,14.937,20,204.448,90,504.448,4088.958,5111.198,5.122,93.574,29.997,3,32.084,436,544.71,109.136,1,148,1369,3629,5722,70.909,51.425,1.036,1,1.23E+16,8.02E+16,8.92E+16,2.99E+17,6.00E+17,32299.206,103.562,924,155,18
NOLSM5121926,19,26,07-03-2019,2,dry,872.2408441,22.17,0.214,221,710.536,3,1.11455,16.597,14.956,19.997,204.603,90,504.603,4092.063,5115.078,5.089,92.934,30.002,1,14.799,436,546.757,107.732,1,188,1388,3638,5727,71.054,51.231,1.031,1,2.14E+16,1.67E+17,1.38E+17,3.00E+17,6.00E+17,32302.035,103.077,913,155,72
NOLSM5131927,19,27,07-03-2019,2,dry,871.7324708,22.15,0.21,217,706.929,3,0.90259,16.756,14.922,19.995,202.727,90,502.727,4054.55,5068.187,5.071,92.755,30.005,2,17.83,436,550.156,107.203,2,221,1378,3635,5686,70.693,51.008,1.025,2,8.62E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32299.62,102.519,910,154,66
NOLSM514201514,20,28,08-03-2019,1,dry,890.9952681,22.15,0.199,31,706.65,2,0.6718,16.343,14.994,20.003,202.346,89.999,502.346,4036.876,5058.65,5.044,92.354,29.998,1,30.393,436,565.422,106.942,1,218,1441,3639,5720,70.665,50.887,1.022,1,1.85E+16,6.32E+16,1.38E+17,3.00E+17,6.00E+17,32301.028,102.218,907,153,96
NOLSM515202515,20,29,08-03-2019,1,dry,876.9396274,22.15,0.203,32,705.856,2,0.86882,15.891,15.017,20.001,201.798,90,501.798,4014.071,5044.941,5.052,92.819,30.004,1,23.104,436,562.43,107.824,2,177,1328,3636,5714,70.586,50.914,1.023,2,2.14E+16,1.91E+17,1.38E+17,3.00E+17,6.00E+17,32301.566,102.284,912,153,87
NOLSM516203516,20,30,08-03-2019,1,dry,887.7385657,22.15,0.204,31,707.484,2,1.02722,16.954,14.899,19.997,203.082,90,503.082,3985.686,5077.059,5.078,92.306,29.995,1,16.981,436,547.869,107.096,3,221,1418,3639,5702,70.748,51.262,1.032,3,2.81E+15,1.87E+16,6.39E+16,3.00E+17,6.00E+17,32299.398,103.155,907,155,93
NOLSM517204517,20,31,08-03-2019,1,dry,886.8671412,22.15,0.189,34,706.93,2,0.64198,16.406,14.939,20.001,202.085,89.999,502.085,4047.541,5052.128,5.043,93.387,29.997,1,32.751,436,549.126,109.133,1,175,1408,3630,5717,70.693,50.996,1.025,1,7.68E+15,7.68E+16,1.38E+17,2.98E+17,6.00E+17,32297.597,102.491,923,154,45
NOLSM518205518,20,32,08-03-2019,1,dry,881.3073611,22.17,0.218,33,709.798,2,0.84431,16.443,14.913,20.004,204.517,89.998,504.517,3955.393,5112.919,5.108,93.2,30.006,1,30.79,436,552.745,108.555,2,236,1391,3636,5714,70.98,51.72,1.043,2,1.35E+16,1.47E+16,1.38E+17,3.01E+17,6.00E+17,32298.998,104.3,919,156,69
NOLSM519206519,20,33,08-03-2019,1,dry,874.323652,22.17,0.202,32,709.083,2,0.95386,16.222,15.128,20.001,202.992,90.001,502.992,4062.804,5074.806,5.081,93.177,30.005,1,25.231,436,549.41,108.518,3,286,1349,3635,5680,70.908,51.437,1.036,3,1.04E+16,1.67E+16,1.38E+17,3.00E+17,6.00E+17,32298.324,103.594,919,155,69
NOLSM520207520,20,34,08-03-2019,1,dry,882.3848218,22.15,0.216,32,709.835,2,0.9912,17.019,14.931,20.005,203.729,90,503.729,4071.633,5093.226,5.065,92.822,30.009,1,31.899,436,562.959,108.407,1,174,1432,3635,5729,70.984,51.358,1.034,1,4.51E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32301.632,103.396,917,155,48
NOLSM521208521,20,35,08-03-2019,1,dry,875.8335703,22.14,0.209,32,709.288,2,1.08232,16.593,14.963,20.001,203.311,90,503.311,3985.677,5082.781,5.088,93.28,30,1,28.066,436,543.316,108.888,2,136,1331,3630,5717,70.929,51.567,1.039,2,6.35E+15,3.42E+16,1.38E+17,2.98E+17,6.00E+17,32300.207,103.917,921,156,24
NOLSM522209522,20,36,08-03-2019,1,dry,886.6108051,22.16,0.203,32,713.608,2,0.90366,16.864,14.986,19.997,203.885,90,503.885,3978.724,5097.137,5.118,92.893,29.995,1,29.83,436,548.989,108.531,3,208,1350,3632,5719,70.929,51.831,1.047,3,5.82E+15,4.18E+16,1.38E+17,3.01E+17,6.00E+17,32296.267,104.578,920,157,39
NOLSM5232010523,20,37,08-03-2019,1,dry,881.0844537,22.17,0.205,31,712.692,2,1.07572,17.768,14.97,20.002,203.915,90,503.915,4056.014,5097.884,5.095,93.599,30.001,2,38.256,436,542.454,109.373,1,404,1460,3649,5687,71.047,51.579,1.048,1,3.92E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32299.096,103.946,926,156,204
NOLSM5242011524,20,38,08-03-2019,1,dry,891.0957624,22.18,0.194,32,714.415,2,1.15825,16.266,14.917,19.995,204.393,90,504.393,4029.12,5109.835,5.118,93.526,30.002,2,32.194,436,546.144,109.183,2,111,1260,3631,5681,71.109,51.717,1.048,2,1.32E+16,6.51E+16,1.38E+17,2.99E+17,6.00E+17,32301.184,104.294,926,156,18
NOLSM5252012525,20,39,08-03-2019,1,dry,876.1663464,22.16,0.215,30,715.404,2,0.91222,16.985,15.039,20.003,203.99,90,503.99,3971.194,5099.761,5.09,92.831,30.011,2,30.328,436,560.847,107.964,3,217,1337,3638,5720,71.133,51.574,1.047,3,8.59E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32299.768,103.934,917,156,66
NOLSM5262013526,20,40,08-03-2019,1,dry,874.3555668,22.18,0.213,28,713.132,2,1.02492,15.778,15.109,19.995,203.293,89.999,503.293,4035.394,5082.323,5.086,93.502,29.997,2,37.438,436,551.252,109.051,1,177,1323,3633,5709,70.946,51.451,1.047,1,9.40E+15,2.13E+16,1.38E+17,3.01E+17,6.00E+17,32299.45,103.629,923,155,51
NOLSM5272014527,20,41,08-03-2019,1,dry,880.2902495,22.18,0.214,31,710.33,2,1.09122,16.053,15.018,19.999,204.02,90,504.02,3952.67,5100.492,5.096,93.504,30.003,2,32.18,436,547.369,109.161,2,193,1511,3637,5696,71.033,51.592,1.046,2,9.46E+15,7.49E+16,1.38E+17,3.00E+17,6.00E+17,32300.321,103.98,925,156,93
NOLSM5282015528,20,42,08-03-2019,1,dry,889.9034883,22.18,0.215,30,711.374,2,0.94038,16.584,15,19.998,204.503,90,504.503,3972.34,5112.566,5.102,93.713,29.999,2,35.603,436,546.557,109.587,3,237,1709,3641,5691,71.137,51.717,1.047,3,1.68E+16,1.67E+17,1.38E+17,3.02E+17,6.00E+17,32298.304,104.293,928,156,126
NOLSM5292016529,20,43,08-03-2019,1,dry,877.0294248,22.17,0.216,27,712.339,2,1.07401,17.535,15.027,20,205.225,90,505.225,4017.144,5130.629,5.126,93.573,30.002,2,46.454,436,553.258,109.746,1,255,1468,3641,5729,71.234,51.851,1.051,1,8.59E+15,1.98E+16,4.29E+16,2.99E+17,6.00E+17,32298.664,104.627,928,157,114
NOLSM5302017530,20,44,08-03-2019,1,dry,876.5882653,22.16,0.216,27,712.491,2,0.92206,17.288,14.912,20.001,204.475,90,504.475,4072.913,5111.864,5.1,93.338,29.998,2,34.835,436,547.627,109.378,2,256,1466,3643,5709,71.249,51.735,1.052,2,1.54E+16,5.11E+16,1.38E+17,2.99E+17,6.00E+17,32298.65,104.337,927,157,135
NOLSM5312018531,20,45,08-03-2019,1,dry,875.1010465,22.17,0.215,27,711.695,2,0.79623,17.265,15,20.002,203.917,90.001,503.917,4084.939,5097.919,5.102,93.463,30.011,2,34.207,436,547.84,109.377,3,151,1390,3634,5711,71.169,51.714,1.053,3,5.08E+15,5.32E+15,7.89E+16,2.97E+17,6.00E+17,32299.38,104.284,927,156,54
NOLSM5322019532,20,46,08-03-2019,1,dry,887.2824193,22.15,0.215,24,711.527,2,1.05757,16.547,14.913,19.99,204.601,90,504.601,4045.078,5115.025,5.111,93.421,30.004,3,42.31,436,557.006,109.311,1,206,1561,3641,5725,71.153,51.744,1.056,1,1.63E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32296.996,104.359,926,157,117
NOLSM5332020533,20,47,08-03-2019,1,dry,876.8108178,22.15,0.215,23,711.963,2,0.92897,16.544,15.001,19.999,203.783,90,503.783,4010.176,5094.568,5.093,93.335,29.997,3,32.788,436,542.295,109.295,2,158,1665,3637,5693,71.196,51.704,1.043,2,1.23E+16,1.06E+17,1.38E+17,3.00E+17,6.00E+17,32300.456,104.261,925,156,75
NOLSM5342021534,20,48,08-03-2019,1,dry,887.2665279,22.16,0.215,23,711.736,2,0.83374,16.461,14.99,19.999,204.443,90,504.443,4088.858,5111.072,5.101,93.584,30.002,3,36.083,436,543.142,109.724,3,278,1573,3641,5689,71.174,51.699,1.042,3,1.68E+16,1.60E+17,1.38E+17,3.00E+17,6.00E+17,32302.568,104.247,929,156,120
NOLSM5352022535,20,49,08-03-2019,1,dry,886.6139955,22.15,0.216,23,712.87,2,0.79838,16.131,14.99,20.004,204.517,90.001,504.517,4090.339,5112.924,5.112,93.311,29.996,3,36.508,436,545.692,109.136,1,381,1526,3656,5713,71.287,51.796,1.045,1,1.80E+16,1.49E+17,1.38E+17,3.00E+17,6.00E+17,32302.655,104.49,925,157,258
NOLSM5362023536,20,50,08-03-2019,1,dry,886.7947713,22.15,0.215,24,711.696,2,0.98389,17.234,15.04,20.001,203.741,90,503.741,4074.826,5093.533,5.113,93.575,30.008,3,36.34,436,556.01,109.347,2,297,1481,3645,5708,71.17,51.694,1.042,2,2.18E+16,9.24E+16,1.38E+17,2.98E+17,6.00E+17,32300.28,104.234,926,156,156
NOLSM5372024537,20,51,08-03-2019,1,dry,884.9185418,22.12,0.215,25,711.642,2,0.87622,16.95,15.079,20.005,204.076,89.999,504.076,4081.513,5101.892,5.088,92.839,29.992,3,30.242,436,548.256,108.67,3,212,1588,3639,5698,71.164,51.679,1.042,3,1.25E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32298.299,104.196,922,156,90
NOLSM5382025538,20,52,08-03-2019,1,dry,884.4544425,22.12,0.215,25,711.194,2,0.90867,16.656,14.903,20.001,203.471,90.001,503.471,4069.412,5086.765,5.087,93.256,29.993,3,33.182,436,548.616,109.223,1,177,1441,3640,5687,71.119,51.595,1.04,1,1.46E+16,2.46E+16,1.38E+17,3.01E+17,6.00E+17,32299.462,103.987,926,156,117
NOLSM5392026539,20,53,08-03-2019,1,dry,884.9415426,22.14,0.216,25,712.558,2,0.71989,16.692,14.96,19.997,203.888,90,503.888,4077.769,5097.211,5.097,93.546,30.005,3,37.54,436,544.81,109.858,2,190,1441,3636,5722,71.256,51.811,1.045,2,6.43E+15,6.43E+16,2.93E+17,3.00E+17,6.00E+17,32299.684,104.527,931,157,66
NOLSM5402027540,20,54,08-03-2019,1,dry,876.4946692,22.15,0.217,25,714.02,2,0.96888,17.26,14.965,20.002,205.056,90,505.056,4101.112,5126.39,5.103,93.38,29.997,3,43.585,436,543.356,109.779,3,204,1402,3641,5728,71.402,51.834,1.046,3,1.70E+16,4.15E+16,1.38E+17,3.00E+17,6.00E+17,32302.118,104.586,929,157,102
NOLSM514201,20,1,08-03-2019,2,dry,871.651861,22.15,0.21,217,706.65,3,0.6718,16.343,14.994,20.003,202.346,89.999,502.346,4046.92,5058.65,5.044,92.354,29.998,3,30.393,436,565.422,106.942,3,256,1441,3639,5720,70.665,50.887,1.022,3,1.85E+16,6.32E+16,1.38E+17,3.00E+17,6.00E+17,32301.028,102.218,907,153,96
NOLSM515202,20,2,08-03-2019,3,dry,871.3413037,22.15,0.209,216,705.856,1,0.86882,15.891,15.017,20.001,201.798,90,501.798,4035.953,5044.941,5.052,92.819,30.004,1,23.104,436,562.43,107.824,3,191,1328,3636,5714,70.586,50.914,1.023,3,2.14E+16,1.91E+17,1.38E+17,3.00E+17,6.00E+17,32301.566,102.284,912,153,87
NOLSM516203,20,3,08-03-2019,3,dry,872.0034233,22.15,0.211,218,707.484,1,1.02722,16.954,14.899,19.997,203.082,90,503.082,4061.647,5077.059,5.078,92.306,29.995,2,16.981,436,547.869,107.096,2,224,1418,3639,5702,70.748,51.262,1.032,2,2.81E+15,1.87E+16,6.39E+16,3.00E+17,6.00E+17,32299.398,103.155,907,155,93
NOLSM517204,20,4,08-03-2019,3,dry,871.3933033,22.15,0.21,217,706.93,1,0.64198,16.406,14.939,20.001,202.085,89.999,502.085,4041.702,5052.128,5.043,93.387,29.997,3,32.751,436,549.126,109.133,1,122,1408,3630,5717,70.693,50.996,1.025,1,7.68E+15,7.68E+16,1.38E+17,2.98E+17,6.00E+17,32297.597,102.491,923,154,45
NOLSM518205,20,5,08-03-2019,3,dry,871.7412666,22.17,0.213,220,709.798,2,0.84431,16.443,14.913,20.004,204.517,89.998,504.517,4090.335,5112.919,5.108,93.2,30.005,1,30.79,436,552.745,108.555,1,236,1391,3636,5714,70.98,51.72,1.043,1,1.35E+16,1.47E+16,1.38E+17,3.01E+17,6.00E+17,32298.998,104.3,919,156,69
NOLSM519206,20,6,08-03-2019,3,dry,872.0376085,22.17,0.212,219,709.083,2,0.95386,16.222,15.128,20.001,202.992,90.001,502.992,4059.845,5074.806,5.081,93.177,30.002,2,25.231,436,549.41,108.518,2,286,1349,3635,5680,70.908,51.437,1.036,2,1.04E+16,1.67E+16,1.38E+17,3.00E+17,6.00E+17,32298.324,103.594,919,155,69
NOLSM520207,20,7,08-03-2019,3,dry,871.477974,22.15,0.213,220,709.835,3,0.9912,17.019,14.931,20.005,203.729,90,503.729,4074.581,5093.226,5.065,92.822,30.009,1,31.899,436,562.959,108.407,3,174,1432,3635,5729,70.984,51.358,1.034,3,4.51E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32301.632,103.396,917,155,48
NOLSM521208,20,8,08-03-2019,3,dry,871.6370098,22.14,0.213,220,709.288,3,1.08232,16.593,14.963,20.001,203.311,90,503.311,4066.225,5082.781,5.088,93.28,29.999,2,28.066,436,543.316,108.888,2,136,1331,3630,5717,70.929,51.567,1.039,2,6.35E+15,3.42E+16,1.38E+17,2.98E+17,6.00E+17,32300.207,103.917,921,156,24
NOLSM522209,20,9,08-03-2019,3,dry,872.2525238,22.16,0.213,220,709.286,3,0.90366,16.864,14.986,19.997,203.885,90,503.885,4077.709,5097.137,5.118,92.893,29.995,3,29.83,436,548.989,108.531,1,208,1350,3632,5719,70.929,51.831,1.046,1,5.82E+15,4.18E+16,1.38E+17,3.01E+17,6.00E+17,32296.267,104.578,920,157,39
NOLSM5232010,20,10,08-03-2019,1,dry,872.1878902,22.17,0.214,221,710.471,1,1.07572,17.768,15.056,20.002,203.915,90,503.915,4078.307,5097.884,5.095,93.599,29.994,1,38.256,436,542.454,109.373,1,404,1460,3649,5687,71.047,51.579,1.039,1,3.92E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32299.096,103.946,926,156,204
NOLSM5242011,20,11,08-03-2019,1,dry,871.8763382,22.18,0.214,221,711.086,1,1.15825,16.266,15.075,19.995,204.393,90,504.393,4087.868,5109.835,5.118,93.526,30.011,2,32.194,436,546.144,109.183,2,111,1260,3631,5681,71.109,51.717,1.043,2,1.32E+16,6.51E+16,1.38E+17,2.99E+17,6.00E+17,32301.184,104.294,926,156,18
NOLSM5252012,20,12,08-03-2019,1,dry,872.1512961,22.16,0.215,222,711.327,1,0.91222,16.985,15.119,20.003,203.99,90,503.99,4079.809,5099.761,5.09,92.831,30,3,30.328,436,560.847,107.964,3,217,1337,3638,5720,71.133,51.574,1.039,3,8.59E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32299.768,103.934,917,156,66
NOLSM5262013,20,13,08-03-2019,1,dry,872.3514959,22.18,0.213,220,709.459,2,1.02492,15.778,15.15,19.995,203.293,89.999,503.293,4065.858,5082.323,5.086,93.502,30.008,1,37.438,436,551.252,109.051,3,177,1323,3633,5709,70.946,51.451,1.036,3,9.40E+15,2.13E+16,1.38E+17,3.01E+17,6.00E+17,32299.45,103.629,923,155,51
NOLSM5272014,20,14,08-03-2019,1,dry,871.8682905,22.18,0.214,221,710.33,2,1.09122,16.053,15.03,19.999,204.02,90,504.02,4080.394,5100.492,5.096,93.504,30.008,2,32.18,436,547.369,109.161,2,193,1511,3637,5696,71.033,51.592,1.04,2,9.46E+15,7.49E+16,1.38E+17,3.00E+17,6.00E+17,32300.321,103.98,925,156,93
