,No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
1128,NOLSM7242722724,1,Etching,242.0,1366.0,3650.0,5739.0,71.786,51.099,1.0270000000000001,27,49,23-02-2019
1129,NOLSM7252723725,2,Etching,221.0,1465.0,3650.0,5693.0,71.889,51.128,1.028,27,50,23-02-2019
1130,NOLSM7262724726,3,Etching,176.0,1431.0,3647.0,5696.0,71.857,51.073,1.0270000000000001,27,51,23-02-2019
1131,NOLSM7272725727,1,Etching,361.0,1420.0,3661.0,5726.0,72.41,51.138000000000005,1.028,27,52,23-02-2019
1132,NOLSM7282726728,2,Etching,275.0,1434.0,3656.0,5702.0,71.95,51.169,1.0290000000000001,27,53,23-02-2019
1133,NOLSM7292727729,3,Etching,140.0,1374.0,3644.0,5731.0,71.687,51.341,1.034,27,54,23-02-2019
1134,NOLSM16371,2,Etching,362.0,1555.0,3658.0,5684.0,72.388,51.396,1.025,7,1,23-02-2019
1135,NOLSM16472,1,Etching,180.0,1438.0,3638.0,5720.0,72.414,50.402,1.042,7,2,23-02-2019
1136,NOLSM16573,1,Etching,397.0,1530.0,3655.0,5713.0,71.499,51.123999999999995,1.034,7,3,23-02-2019
1137,NOLSM16674,2,Etching,228.0,1479.0,3666.0,5697.0,68.89699999999999,51.159,1.025,7,4,23-02-2019
1138,NOLSM16775,3,Etching,256.0,1483.0,3657.0,5703.0,69.714,51.613,1.026,7,5,23-02-2019
1139,NOLSM16876,3,Etching,372.0,1546.0,3649.0,5719.0,71.319,51.801,1.072,7,6,23-02-2019
1140,NOLSM16977,2,Etching,374.0,1518.0,3624.0,5686.0,70.351,51.802,1.046,7,7,23-02-2019
1141,NOLSM17078,1,Etching,287.0,1411.0,3698.0,5709.0,70.462,52.083999999999996,1.038,7,8,23-02-2019
1142,NOLSM17179,1,Etching,230.0,1442.0,3644.0,5716.0,70.86399999999999,51.428999999999995,1.025,7,9,23-02-2019
1143,NOLSM172710,2,Etching,521.0,1493.0,3666.0,5746.0,70.464,51.041000000000004,1.016,7,10,23-02-2019
1144,NOLSM173711,3,Etching,378.0,1586.0,3645.0,5705.0,71.565,50.771,1.023,7,11,23-02-2019
1145,NOLSM174712,2,Etching,333.0,1598.0,3653.0,5716.0,71.418,51.229,1.047,7,12,23-02-2019
1146,NOLSM175713,1,Etching,409.0,1421.0,3663.0,5726.0,70.726,51.76,1.008,7,13,23-02-2019
1147,NOLSM176714,1,Etching,359.0,1339.0,3654.0,5716.0,69.64399999999999,51.526,1.026,7,14,23-02-2019
1148,NOLSM177715,3,Etching,171.0,1312.0,3660.0,5721.0,69.78399999999999,50.415,1.043,7,15,23-02-2019
1149,NOLSM178716,3,Etching,265.0,1428.0,3642.0,5692.0,70.47,51.062,1.037,7,16,23-02-2019
1150,NOLSM179717,1,Etching,366.0,1284.0,3652.0,5724.0,69.714,52.005,1.041,7,17,23-02-2019
1151,NOLSM180718,1,Etching,635.0,1484.0,3642.0,5723.0,71.678,51.297,1.023,7,18,23-02-2019
1152,NOLSM181719,2,Etching,417.0,1562.0,3654.0,5723.0,71.108,51.82,1.041,7,19,23-02-2019
1153,NOLSM182720,3,Etching,357.0,1482.0,3677.0,5740.0,69.37,51.096000000000004,1.022,7,20,23-02-2019
1154,NOLSM183721,3,Etching,315.0,1520.0,3644.0,5699.0,70.939,51.357,1.033,7,21,23-02-2019
1155,NOLSM184722,2,Etching,369.0,1284.0,3690.0,5729.0,72.38,50.795,1.037,7,22,23-02-2019
1156,NOLSM185723,1,Etching,496.0,1511.0,3641.0,5737.0,69.226,50.722,1.0270000000000001,7,23,23-02-2019
1157,NOLSM186724,1,Etching,348.0,1429.0,3639.0,5710.0,69.73100000000001,50.691,1.048,7,24,23-02-2019
1158,NOLSM187725,2,Etching,182.0,1516.0,3672.0,5698.0,70.79899999999999,50.982,1.004,7,25,23-02-2019
1159,NOLSM188726,3,Etching,596.0,1449.0,3660.0,5743.0,71.36399999999999,50.746,1.0390000000000001,7,26,23-02-2019
1160,NOLSM189727,3,Etching,491.0,1598.0,3693.0,5740.0,69.199,51.266999999999996,1.038,7,27,23-02-2019
1161,NOLSM703271,2,Etching,,,,,72.289,51.79,1.045,27,1,23-02-2019
1162,NOLSM704272,3,Etching,172.0,1360.0,3659.0,5708.0,71.801,51.787,1.045,27,2,23-02-2019
1163,NOLSM705273,3,Etching,288.0,1435.0,3658.0,5705.0,71.806,52.015,1.05,27,3,23-02-2019
1164,NOLSM706274,2,Etching,243.0,1407.0,3665.0,5728.0,72.187,51.97,1.0490000000000002,27,4,23-02-2019
1165,NOLSM707275,1,Etching,266.0,1584.0,3655.0,5732.0,71.82,51.224,1.031,27,5,23-02-2019
1166,NOLSM708276,1,Etching,213.0,1511.0,3645.0,5715.0,71.355,51.298,1.032,27,6,23-02-2019
1167,NOLSM709277,2,Etching,248.0,1439.0,3646.0,5733.0,71.142,50.909,1.023,27,7,23-02-2019
1168,NOLSM710278,3,Etching,262.0,1523.0,3649.0,5709.0,71.15899999999999,51.187,1.03,27,8,23-02-2019
1169,NOLSM711279,3,Etching,307.0,1452.0,3650.0,5686.0,71.281,50.985,1.025,27,9,23-02-2019
1170,NOLSM7122710,2,Etching,249.0,1417.0,3649.0,5726.0,71.71600000000001,50.982,1.025,27,10,23-02-2019
1171,NOLSM7132711,1,Etching,167.0,1420.0,3640.0,5705.0,71.21600000000001,50.985,1.025,27,11,23-02-2019
1172,NOLSM7142712,1,Etching,252.0,1476.0,3643.0,5696.0,71.038,51.2,1.03,27,12,23-02-2019
1173,NOLSM7152713,2,Etching,238.0,1439.0,3647.0,5691.0,71.53699999999999,51.137,1.028,27,13,23-02-2019
1174,NOLSM7162714,3,Etching,136.0,1352.0,3639.0,5684.0,71.059,51.309,1.033,27,14,23-02-2019
1175,NOLSM7172715,3,Etching,147.0,1362.0,3644.0,5733.0,71.52199999999999,51.166000000000004,1.0290000000000001,27,15,23-02-2019
1176,NOLSM7182716,1,Etching,149.0,1329.0,3645.0,5732.0,71.723,51.143,1.0290000000000001,27,16,23-02-2019
1177,NOLSM7192717,1,Etching,186.0,1362.0,3641.0,5725.0,71.071,50.825,1.021,27,17,23-02-2019
1178,NOLSM7202718,2,Etching,316.0,1361.0,3655.0,5710.0,71.878,50.846000000000004,1.021,27,18,23-02-2019
1179,NOLSM7212719,3,Etching,228.0,1542.0,3656.0,5741.0,71.857,51.09,1.0270000000000001,27,19,23-02-2019
1180,NOLSM7222720,1,Etching,227.0,1495.0,3653.0,5706.0,71.969,51.165,1.0290000000000001,27,20,23-02-2019
1181,NOLSM7232721,1,Etching,231.0,1378.0,3655.0,5706.0,72.108,51.181999999999995,1.03,27,21,23-02-2019
1182,NOLSM7242722,2,Etching,242.0,1366.0,3650.0,5739.0,71.786,51.099,1.0270000000000001,27,22,23-02-2019
1183,NOLSM7252723,3,Etching,221.0,1465.0,3650.0,5693.0,71.889,51.128,1.028,27,23,23-02-2019
1184,NOLSM7262724,3,Etching,176.0,1431.0,3647.0,5696.0,71.857,51.073,1.0270000000000001,27,24,23-02-2019
1185,NOLSM7272725,2,Etching,361.0,1420.0,3661.0,5726.0,72.41,51.138000000000005,1.028,27,25,23-02-2019
1186,NOLSM7282726,1,Etching,275.0,1434.0,3656.0,5702.0,71.95,51.169,1.0290000000000001,27,26,23-02-2019
1187,NOLSM7292727,1,Etching,140.0,1374.0,3644.0,5731.0,71.687,51.341,1.034,27,27,23-02-2019
1188,NOLSM19081190,1,Etching,362.0,1531.0,3690.0,5718.0,71.17399999999999,51.7,1.032,8,28,24-02-2019
1189,NOLSM19182191,2,Etching,363.0,1373.0,3644.0,5726.0,71.28699999999999,51.753,1.0070000000000001,8,29,24-02-2019
1190,NOLSM19283192,3,Etching,430.0,1429.0,3642.0,5713.0,71.17,51.214,1.042,8,30,24-02-2019
1191,NOLSM19384193,1,Etching,208.0,1474.0,3667.0,5717.0,71.164,51.976000000000006,1.003,8,31,24-02-2019
1192,NOLSM19485194,2,Etching,213.0,1549.0,3662.0,5712.0,71.119,50.941,1.02,8,32,24-02-2019
1193,NOLSM19586195,3,Etching,447.0,1510.0,3656.0,5714.0,71.256,51.878,1.02,8,33,24-02-2019
1194,NOLSM19687196,1,Etching,457.0,1432.0,3654.0,5693.0,71.402,51.995,1.0590000000000002,8,34,24-02-2019
1195,NOLSM19788197,2,Etching,509.0,1345.0,3636.0,5698.0,71.28699999999999,51.007,1.0390000000000001,8,35,24-02-2019
1196,NOLSM19889198,3,Etching,462.0,1471.0,3633.0,5707.0,72.067,51.012,1.031,8,36,24-02-2019
1197,NOLSM199810199,1,Etching,315.0,1381.0,3657.0,5722.0,71.605,50.806000000000004,1.063,8,37,24-02-2019
1198,NOLSM200811200,2,Etching,343.0,1564.0,3654.0,5704.0,71.25399999999999,51.148,1.037,8,38,24-02-2019
1199,NOLSM201812201,3,Etching,369.0,1601.0,3646.0,5699.0,71.551,51.23,1.02,8,39,24-02-2019
1200,NOLSM202813202,1,Etching,418.0,1431.0,3662.0,5695.0,70.39699999999999,51.178999999999995,1.01,8,40,24-02-2019
1201,NOLSM203814203,2,Etching,401.0,1451.0,3671.0,5703.0,71.25,52.513999999999996,1.0759999999999998,8,41,24-02-2019
1202,NOLSM204815204,3,Etching,314.0,1518.0,3653.0,5736.0,71.096,51.129,1.026,8,42,24-02-2019
1203,NOLSM205816205,1,Etching,331.0,1359.0,3684.0,5735.0,70.583,50.646,1.028,8,43,24-02-2019
1204,NOLSM206817206,2,Etching,264.0,1443.0,3702.0,5728.0,71.727,51.146,1.035,8,44,24-02-2019
1205,NOLSM207818207,3,Etching,287.0,1445.0,3660.0,5724.0,69.297,51.531000000000006,1.002,8,45,24-02-2019
1206,NOLSM208819208,1,Etching,361.0,1455.0,3656.0,5714.0,70.934,51.141999999999996,1.032,8,46,24-02-2019
1207,NOLSM209820209,2,Etching,452.0,1522.0,3640.0,5730.0,71.382,51.038999999999994,1.042,8,47,24-02-2019
1208,NOLSM210821210,3,Etching,343.0,1380.0,3668.0,5694.0,71.149,50.15,1.0390000000000001,8,48,24-02-2019
1209,NOLSM211822211,1,Etching,468.0,1536.0,3693.0,5700.0,72.08,50.513999999999996,0.996,8,49,24-02-2019
1210,NOLSM212823212,2,Etching,-49.0,1435.0,3665.0,5738.0,69.89699999999999,50.483999999999995,1.023,8,50,24-02-2019
1211,NOLSM213824213,3,Etching,351.0,1415.0,3636.0,5707.0,70.2,51.513999999999996,1.024,8,51,24-02-2019
1212,NOLSM214825214,1,Etching,378.0,1382.0,3643.0,5715.0,70.456,51.895,1.03,8,52,24-02-2019
1213,NOLSM215826215,2,Etching,364.0,1526.0,3644.0,5720.0,70.417,51.47,1.025,8,53,24-02-2019
1214,NOLSM216827216,3,Etching,241.0,1443.0,3641.0,5728.0,71.75399999999999,52.099,1.028,8,54,24-02-2019
1215,NOLSM730281730,1,Etching,234.0,1398.0,3656.0,5745.0,72.253,51.479,1.037,28,28,24-02-2019
1216,NOLSM731282731,2,Etching,209.0,1439.0,3651.0,5698.0,72.308,51.797,1.045,28,29,24-02-2019
1217,NOLSM732283732,3,Etching,269.0,1437.0,3651.0,5702.0,71.92399999999999,51.22,1.03,28,30,24-02-2019
1218,NOLSM733284733,1,Etching,261.0,1617.0,3661.0,5731.0,72.482,51.299,1.032,28,31,24-02-2019
1219,NOLSM734285734,2,Etching,312.0,1563.0,3657.0,5708.0,71.863,51.602,1.04,28,32,24-02-2019
1220,NOLSM735286735,3,Etching,265.0,1320.0,3655.0,5694.0,72.07,51.533,1.038,28,33,24-02-2019
1221,NOLSM736287736,1,Etching,210.0,1476.0,3655.0,5716.0,71.92699999999999,51.81399999999999,1.045,28,34,24-02-2019
1222,NOLSM737288737,2,Etching,202.0,1433.0,3649.0,5727.0,71.58800000000001,51.84,1.046,28,35,24-02-2019
1223,NOLSM738289738,3,Etching,317.0,1709.0,3670.0,5722.0,72.638,51.816,1.045,28,36,24-02-2019
1224,NOLSM7392810739,1,Etching,162.0,1468.0,3652.0,5717.0,72.02600000000001,51.692,1.042,28,37,24-02-2019
1225,NOLSM7402811740,2,Etching,150.0,1466.0,3648.0,5711.0,71.77600000000001,51.503,1.038,28,38,24-02-2019
1226,NOLSM7412812741,3,Etching,249.0,1390.0,3662.0,5737.0,72.45,51.518,1.038,28,39,24-02-2019
1227,NOLSM7422813742,1,Etching,237.0,1561.0,3664.0,5739.0,72.781,51.407,1.035,28,40,24-02-2019
1228,NOLSM7432814743,2,Etching,257.0,1665.0,3656.0,5724.0,72.268,51.403999999999996,1.035,28,41,24-02-2019
1229,NOLSM7442815744,3,Etching,285.0,1573.0,3669.0,5713.0,72.758,51.38399999999999,1.035,28,42,24-02-2019
1230,NOLSM7452816745,1,Etching,307.0,1526.0,3668.0,5706.0,72.682,51.336000000000006,1.033,28,43,24-02-2019
1231,NOLSM7462817746,2,Etching,319.0,1481.0,3658.0,5712.0,71.36,51.034,1.026,28,44,24-02-2019
1232,NOLSM7472818747,3,Etching,169.0,1588.0,3658.0,5731.0,72.663,51.236000000000004,1.031,28,45,24-02-2019
1233,NOLSM7482819748,1,Etching,269.0,1441.0,3645.0,5730.0,71.92699999999999,51.247,1.031,28,46,24-02-2019
1234,NOLSM7492820749,2,Etching,233.0,1441.0,3656.0,5709.0,72.255,51.174,1.0290000000000001,28,47,24-02-2019
1235,NOLSM7502821750,3,Etching,301.0,1402.0,3646.0,5730.0,72.873,51.198,1.03,28,48,24-02-2019
1236,NOLSM7512822751,1,Etching,269.0,1481.0,3648.0,5710.0,72.88600000000001,50.996,1.025,28,49,24-02-2019
1237,NOLSM7522823752,2,Etching,289.0,1391.0,3655.0,5722.0,71.39699999999999,50.446999999999996,1.011,28,50,24-02-2019
1238,NOLSM7532824753,3,Etching,250.0,1384.0,3655.0,5730.0,72.107,50.79,1.02,28,51,24-02-2019
1239,NOLSM7542825754,1,Etching,238.0,1496.0,3643.0,5749.0,72.92,51.323,1.033,28,52,24-02-2019
1240,NOLSM7552826755,2,Etching,270.0,1462.0,3659.0,5712.0,72.15100000000001,51.12,1.028,28,53,24-02-2019
1241,NOLSM7562827756,3,Etching,320.0,1419.0,3668.0,5731.0,72.133,50.888999999999996,1.022,28,54,24-02-2019
1242,NOLSM19081,2,Etching,362.0,1531.0,3690.0,5718.0,70.938,51.7,1.032,8,1,24-02-2019
1243,NOLSM19182,1,Etching,363.0,1373.0,3644.0,5726.0,70.42,51.753,1.0070000000000001,8,2,24-02-2019
1244,NOLSM19283,1,Etching,430.0,1429.0,3642.0,5713.0,71.804,51.214,1.042,8,3,24-02-2019
1245,NOLSM19384,2,Etching,208.0,1474.0,3667.0,5717.0,72.665,51.976000000000006,1.003,8,4,24-02-2019
1246,NOLSM19485,3,Etching,213.0,1549.0,3662.0,5712.0,72.487,50.941,1.02,8,5,24-02-2019
1247,NOLSM19586,3,Etching,447.0,1510.0,3656.0,5714.0,70.598,51.878,1.02,8,6,24-02-2019
1248,NOLSM19687,2,Etching,457.0,1432.0,3654.0,5693.0,72.771,51.995,1.0590000000000002,8,7,24-02-2019
1249,NOLSM19788,1,Etching,509.0,1345.0,3636.0,5698.0,70.127,51.007,1.0390000000000001,8,8,24-02-2019
1250,NOLSM19889,1,Etching,462.0,1471.0,3633.0,5707.0,72.067,51.012,1.031,8,9,24-02-2019
1251,NOLSM199810,2,Etching,315.0,1381.0,3657.0,5722.0,71.605,50.806000000000004,1.063,8,10,24-02-2019
1252,NOLSM200811,3,Etching,343.0,1564.0,3654.0,5704.0,71.25399999999999,51.148,1.037,8,11,24-02-2019
1253,NOLSM201812,3,Etching,369.0,1601.0,3646.0,5699.0,71.551,51.23,1.02,8,12,24-02-2019
1254,NOLSM202813,2,Etching,418.0,1431.0,3662.0,5695.0,70.39699999999999,51.178999999999995,1.01,8,13,24-02-2019
1255,NOLSM203814,1,Etching,401.0,1451.0,3671.0,5703.0,71.25,52.513999999999996,1.0759999999999998,8,14,24-02-2019
1256,NOLSM204815,1,Etching,314.0,1518.0,3653.0,5736.0,71.096,51.129,1.026,8,15,24-02-2019
1257,NOLSM205816,3,Etching,331.0,1359.0,3684.0,5735.0,70.583,50.646,1.028,8,16,24-02-2019
1258,NOLSM206817,3,Etching,264.0,1443.0,3702.0,5728.0,71.727,51.146,1.035,8,17,24-02-2019
1259,NOLSM207818,2,Etching,287.0,1445.0,3660.0,5724.0,69.297,51.531000000000006,1.002,8,18,24-02-2019
1260,NOLSM208819,1,Etching,361.0,1455.0,3656.0,5714.0,70.934,51.141999999999996,1.032,8,19,24-02-2019
1261,NOLSM209820,1,Etching,452.0,1522.0,3640.0,5730.0,71.382,51.038999999999994,1.042,8,20,24-02-2019
1262,NOLSM210821,3,Etching,343.0,1380.0,3668.0,5694.0,71.149,50.15,1.0390000000000001,8,21,24-02-2019
1263,NOLSM211822,3,Etching,468.0,1536.0,3693.0,5700.0,72.08,50.513999999999996,0.996,8,22,24-02-2019
1264,NOLSM212823,2,Etching,-49.0,1435.0,3665.0,5738.0,69.89699999999999,50.483999999999995,1.023,8,23,24-02-2019
1265,NOLSM213824,1,Etching,351.0,1415.0,3636.0,5707.0,70.2,51.513999999999996,1.024,8,24,24-02-2019
1266,NOLSM214825,1,Etching,378.0,1382.0,3643.0,5715.0,70.456,51.895,1.03,8,25,24-02-2019
1267,NOLSM215826,2,Etching,364.0,1526.0,3644.0,5720.0,70.417,51.47,1.025,8,26,24-02-2019
1268,NOLSM216827,3,Etching,241.0,1443.0,3641.0,5728.0,71.75399999999999,52.099,1.028,8,27,24-02-2019
1269,NOLSM730281,2,Etching,234.0,1398.0,3656.0,5745.0,72.253,51.479,1.037,28,1,24-02-2019
1270,NOLSM731282,3,Etching,209.0,1439.0,3651.0,5698.0,72.308,51.797,1.045,28,2,24-02-2019
1271,NOLSM732283,3,Etching,269.0,1437.0,3651.0,5702.0,71.92399999999999,51.22,1.03,28,3,24-02-2019
1272,NOLSM733284,2,Etching,261.0,1617.0,3661.0,5731.0,72.482,51.299,1.032,28,4,24-02-2019
1273,NOLSM734285,1,Etching,312.0,1563.0,3657.0,5708.0,71.863,51.602,1.04,28,5,24-02-2019
1274,NOLSM735286,1,Etching,265.0,1320.0,3655.0,5694.0,72.07,51.533,1.038,28,6,24-02-2019
1275,NOLSM736287,2,Etching,210.0,1476.0,3655.0,5716.0,71.92699999999999,51.81399999999999,1.045,28,7,24-02-2019
1276,NOLSM737288,3,Etching,202.0,1433.0,3649.0,5727.0,71.58800000000001,51.84,1.046,28,8,24-02-2019
1277,NOLSM738289,3,Etching,317.0,1494.0,3670.0,5722.0,72.638,51.816,1.045,28,9,24-02-2019
1278,NOLSM7392810,2,Etching,162.0,1447.0,3652.0,5717.0,72.02600000000001,51.692,1.042,28,10,24-02-2019
1279,NOLSM7402811,1,Etching,150.0,1333.0,3648.0,5711.0,71.77600000000001,51.503,1.038,28,11,24-02-2019
1280,NOLSM7412812,1,Etching,249.0,1530.0,3662.0,5737.0,72.45,51.518,1.038,28,12,24-02-2019
1281,NOLSM7422813,2,Etching,237.0,1488.0,3664.0,5739.0,72.781,51.407,1.035,28,13,24-02-2019
1282,NOLSM7432814,3,Etching,257.0,1423.0,3656.0,5724.0,72.268,51.403999999999996,1.035,28,14,24-02-2019
1283,NOLSM7442815,3,Etching,285.0,1391.0,3669.0,5713.0,72.758,51.38399999999999,1.035,28,15,24-02-2019
1284,NOLSM7452816,2,Etching,307.0,1533.0,3668.0,5706.0,72.682,51.336000000000006,1.033,28,16,24-02-2019
1285,NOLSM7462817,1,Etching,319.0,1343.0,3658.0,5712.0,71.36,51.034,1.026,28,17,24-02-2019
1286,NOLSM7472818,1,Etching,169.0,1465.0,3668.0,5731.0,72.663,51.236000000000004,1.031,28,18,24-02-2019
1287,NOLSM7482819,2,Etching,269.0,1475.0,3656.0,5730.0,71.92699999999999,51.247,1.031,28,19,24-02-2019
1288,NOLSM7492820,3,Etching,233.0,1363.0,3664.0,5709.0,72.255,51.174,1.0290000000000001,28,20,24-02-2019
1289,NOLSM7502821,3,Etching,301.0,1359.0,3668.0,5730.0,72.873,51.198,1.03,28,21,24-02-2019
1290,NOLSM7512822,2,Etching,269.0,1481.0,3669.0,5710.0,72.88600000000001,50.996,1.025,28,22,24-02-2019
1291,NOLSM7522823,1,Etching,289.0,1391.0,3654.0,5722.0,71.39699999999999,50.446999999999996,1.011,28,23,24-02-2019
1292,NOLSM7532824,1,Etching,250.0,1384.0,3658.0,5730.0,72.107,50.79,1.02,28,24,24-02-2019
1293,NOLSM7542825,2,Etching,238.0,1496.0,3672.0,5749.0,72.92,51.323,1.033,28,25,24-02-2019
1294,NOLSM7552826,3,Etching,270.0,1462.0,3659.0,5712.0,72.15100000000001,51.12,1.028,28,26,24-02-2019
1295,NOLSM7562827,2,Etching,320.0,1419.0,3668.0,5731.0,72.133,50.888999999999996,1.022,28,27,24-02-2019
1296,NOLSM21791217,1,Etching,466.0,1635.0,3636.0,5724.0,71.303,51.381,1.01,9,28,25-02-2019
1297,NOLSM21892218,2,Etching,247.0,1628.0,3644.0,5707.0,72.657,51.998000000000005,1.028,9,29,25-02-2019
1298,NOLSM21993219,3,Etching,400.0,1393.0,3703.0,5717.0,71.868,51.123999999999995,1.0290000000000001,9,30,25-02-2019
1299,NOLSM22094220,1,Etching,465.0,1526.0,3661.0,5701.0,71.04,51.657,1.051,9,31,25-02-2019
1300,NOLSM22195221,2,Etching,485.0,1574.0,3659.0,5693.0,72.59,51.409,1.047,9,32,25-02-2019
1301,NOLSM22296222,3,Etching,489.0,1654.0,3659.0,5724.0,70.283,51.824,1.032,9,33,25-02-2019
1302,NOLSM22397223,1,Etching,368.0,1464.0,3655.0,5731.0,71.406,51.159,1.022,9,34,25-02-2019
1303,NOLSM22498224,2,Etching,251.0,1521.0,3645.0,5725.0,71.876,51.545,1.032,9,35,25-02-2019
1304,NOLSM22599225,3,Etching,413.0,1705.0,3638.0,5709.0,71.416,50.912,1.028,9,36,25-02-2019
1305,NOLSM226910226,1,Etching,318.0,1457.0,3663.0,5724.0,69.84,51.963,1.042,9,37,25-02-2019
1306,NOLSM227911227,2,Etching,150.0,1439.0,3671.0,5704.0,69.267,53.272,1.05,9,38,25-02-2019
1307,NOLSM228912228,3,Etching,566.0,1479.0,3674.0,5746.0,71.324,50.718,1.062,9,39,25-02-2019
1308,NOLSM229913229,1,Etching,341.0,1580.0,3650.0,5723.0,72.20100000000001,52.102,1.047,9,40,25-02-2019
1309,NOLSM230914230,2,Etching,287.0,1545.0,3671.0,5701.0,71.545,50.724,1.026,9,41,25-02-2019
1310,NOLSM231915231,3,Etching,434.0,1533.0,3643.0,5692.0,71.87899999999999,50.849,1.023,9,42,25-02-2019
1311,NOLSM232916232,1,Etching,223.0,1520.0,3677.0,5715.0,70.915,51.178999999999995,1.034,9,43,25-02-2019
1312,NOLSM233917233,2,Etching,454.0,1353.0,3673.0,5704.0,70.64399999999999,51.177,1.023,9,44,25-02-2019
1313,NOLSM234918234,3,Etching,436.0,1597.0,3627.0,5698.0,70.334,51.828,1.008,9,45,25-02-2019
1314,NOLSM235919235,1,Etching,210.0,1399.0,3653.0,5718.0,71.72,51.486000000000004,1.046,9,46,25-02-2019
1315,NOLSM236920236,2,Etching,379.0,1475.0,3652.0,5710.0,72.335,51.428999999999995,1.04,9,47,25-02-2019
1316,NOLSM237921237,3,Etching,148.0,1454.0,3723.0,5719.0,71.233,50.958999999999996,0.99,9,48,25-02-2019
1317,NOLSM238922238,1,Etching,385.0,1517.0,3681.0,5693.0,69.67,51.516000000000005,1.047,9,49,25-02-2019
1318,NOLSM239923239,2,Etching,330.0,1460.0,3659.0,5729.0,71.406,50.324,1.0270000000000001,9,50,25-02-2019
1319,NOLSM240924240,3,Etching,226.0,1496.0,3633.0,5699.0,69.706,50.756,1.031,9,51,25-02-2019
1320,NOLSM241925241,1,Etching,181.0,1584.0,3656.0,5706.0,70.399,52.379,1.022,9,52,25-02-2019
1321,NOLSM242926242,2,Etching,301.0,1429.0,3672.0,5694.0,70.657,51.465,1.026,9,53,25-02-2019
1322,NOLSM243927243,3,Etching,496.0,1385.0,3691.0,5721.0,68.921,52.141000000000005,1.057,9,54,25-02-2019
1323,NOLSM757291757,1,Etching,309.0,1424.0,3665.0,5722.0,71.687,50.543,1.014,29,28,25-02-2019
1324,NOLSM758292758,2,Etching,316.0,1472.0,3663.0,5701.0,72.077,50.806999999999995,1.02,29,29,25-02-2019
1325,NOLSM759293759,3,Etching,308.0,1464.0,3666.0,5711.0,72.195,50.81100000000001,1.02,29,30,25-02-2019
1326,NOLSM760294760,1,Etching,317.0,1441.0,3663.0,5733.0,71.262,50.83,1.021,29,31,25-02-2019
1327,NOLSM761295761,2,Etching,523.0,1614.0,3682.0,5729.0,71.679,50.763000000000005,1.0190000000000001,29,32,25-02-2019
1328,NOLSM762296762,3,Etching,105.0,1278.0,3609.0,5691.0,68.653,50.196000000000005,1.005,29,33,25-02-2019
1329,NOLSM763297763,1,Etching,111.0,1284.0,3613.0,5679.0,69.117,50.388000000000005,1.01,29,34,25-02-2019
1330,NOLSM764298764,2,Etching,147.0,1409.0,3632.0,5696.0,71.00399999999999,50.54600000000001,1.014,29,35,25-02-2019
1331,NOLSM765299765,3,Etching,159.0,1328.0,3632.0,5686.0,70.905,50.328,1.008,29,36,25-02-2019
1332,NOLSM7662910766,1,Etching,165.0,1380.0,3649.0,5739.0,72.35600000000001,49.965,0.9990000000000001,29,37,25-02-2019
1333,NOLSM7672911767,2,Etching,106.0,1381.0,3644.0,5724.0,72.017,49.902,0.998,29,38,25-02-2019
1334,NOLSM7682912768,3,Etching,187.0,1296.0,3633.0,5726.0,70.86,49.901,0.998,29,39,25-02-2019
1335,NOLSM7692913769,1,Etching,128.0,1345.0,3639.0,5700.0,71.52600000000001,50.297,1.0070000000000001,29,40,25-02-2019
1336,NOLSM7702914770,2,Etching,180.0,1376.0,3644.0,5688.0,71.17,50.047,1.001,29,41,25-02-2019
1337,NOLSM7712915771,3,Etching,211.0,1385.0,3643.0,5689.0,71.597,50.415,1.01,29,42,25-02-2019
1338,NOLSM7722916772,1,Etching,190.0,1482.0,3647.0,5711.0,71.72399999999999,50.827,1.021,29,43,25-02-2019
1339,NOLSM7732917773,2,Etching,175.0,1384.0,3644.0,5730.0,71.293,50.372,1.0090000000000001,29,44,25-02-2019
1340,NOLSM7742918774,3,Etching,202.0,1473.0,3647.0,5737.0,71.482,50.828,1.021,29,45,25-02-2019
1341,NOLSM7752919775,1,Etching,313.0,1371.0,3648.0,5740.0,72.153,50.839,1.021,29,46,25-02-2019
1342,NOLSM7762920776,2,Etching,224.0,1272.0,3639.0,5714.0,71.525,50.977,1.024,29,47,25-02-2019
1343,NOLSM7772921777,3,Etching,333.0,1408.0,3641.0,5727.0,71.301,50.744,1.0190000000000001,29,48,25-02-2019
1344,NOLSM7782922778,1,Etching,269.0,1361.0,3643.0,5721.0,71.42399999999999,50.838,1.021,29,49,25-02-2019
1345,NOLSM7792923779,2,Etching,216.0,1360.0,3645.0,5731.0,71.497,50.802,1.02,29,50,25-02-2019
1346,NOLSM7802924780,3,Etching,236.0,1521.0,3658.0,5698.0,71.523,50.668,1.0170000000000001,29,51,25-02-2019
1347,NOLSM7812925781,1,Etching,151.0,1465.0,3645.0,5695.0,72.437,50.553999999999995,1.014,29,52,25-02-2019
1348,NOLSM7822926782,2,Etching,207.0,1471.0,3656.0,5696.0,71.923,50.489,1.012,29,53,25-02-2019
1349,NOLSM7832927783,3,Etching,212.0,1596.0,3646.0,5713.0,71.37899999999999,50.21,1.005,29,54,25-02-2019
